peak-aif,Scan Nr,retention,Mass(uD),retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,clusterId1,membership1
15614,6697,40157070,113097046,40130891,5323.63,4791.66,13767,4802.87,5294.8,4964.84,5261.97,4680.36,4501.9,15140,4856.14,5345.63,5383.15,11937,11954,5027.66,5455.93,4990.44,4725.42,5270.03,4839.39,10950,5494.02,4959.62,5092.45,4911.36,,
15615,6697,40157070,165091782,40174518,5425.72,4664.15,5266.87,4845.09,11554,4848.14,5161.31,5022.67,10539,5215.33,5106.96,5353.26,4669.35,4933.11,4749.57,4527.73,4551.78,5204.79,5170.8,5063.79,4838.46,5113.92,14088,4698.15,5041.02,4750.63,,
15616,6697,40157070,169123154,40132583,4850.34,5125.89,15378,10118,14924,13053,18599,4971.15,15593,15324,4508.5,12700,5211.15,13271,4800.8,10937,5377.09,4646.55,11545,4676.29,4581.9,10338,4502.25,4561.97,5181.58,10559,,
15617,6699,40170738,99081314,40135803,4976.75,11024,16487,4852.06,12906,10285,18809,11017,14631,14813,4834.3,12343,4899.07,11865,5126.63,11925,5041.25,4946.62,15231,5401.22,4733.75,11220,4630.97,5207.13,4682.9,4879.82,,
15618,6699,40170738,181123154,40133317,5372.47,4999.86,13047,4561.3,14161,10700,17990,5061.02,11656,12998,5316.03,10170,5333.55,10057,4811.77,5008.37,4956.37,4599.06,12513,5115.2,5122.22,5429.39,4515.28,4629.16,4617.39,5473.79,,
15619,6699,40170738,233114838,40128940,5044.02,5307.44,4788.43,5090.65,11079,5243.38,15998,5253.04,5353.58,10622,5473.98,11055,5396.44,4943.19,4568.66,4783.77,5069.35,5064.85,10596,4552.67,4635.13,5418.14,4516.6,5383.38,4572.89,4739.58,,
15620,6700,40182167,201113052,40156854,60632,62591,36329,78881,101548,59745,85377,22429,98385,69765,58451,73612,34912,42443,26098,77262,23605,47510,95561,4567.5,19652,57020,129539,5483.69,18422,57790,870,0.954801346242
15621,6703,40203480,127112648,40171613,5122.71,5101.57,13850,4519.49,5065.85,4712.56,25032,5044.67,29807,4995.7,5245.77,21560,5025.18,16972,5421.09,4703.49,5047.41,5221.23,5276.33,5413.49,5285.43,4945.83,4541.68,5162.15,5075.43,5258.25,870,1.0
15622,6703,40203480,397166962,40297248,4844.26,4632.12,10114,5081.31,5349.62,4620.05,13892,5129.35,4799.65,4968.82,5089.48,11245,4688.66,11211,4623.68,4590.02,4936.65,5345.47,4991.04,5384.01,4839.91,4643.38,4814.26,5207.06,24750,4671.26,870,1.0
15623,6704,40210667,139112717,40166904,4944.99,5418.94,13665,5118.69,5458.87,4597.39,17401,5256.16,15446,5334.73,5150.33,13564,4608.97,12946,5169.34,12610,4801.57,11871,5179.49,4990.28,4921.01,5208.74,5088.86,4635.73,5150.57,4813.57,,
15624,6709,40239628,227201401,40231383,17177,14538,27249,19824,5449.21,11205,24080,17464,5344.57,5347.26,14866,19055,15320,24895,20000,5000.62,14265,24425,5161.35,4904.14,5457.23,5201.9,4696.82,30953,5186.64,18165,,
15625,6718,40305691,313237946,40265049,28454,25496,27803,28755,36042,37821,37212,26213,37655,41712,25622,40631,24316,33116,27759,28400,20608,22585,30837,25536,25671,28437,31322,4554.27,4554.65,26201,,
15626,6722,40335491,748508911,40362263,4553.47,5439.3,5094.87,4901.37,5155.82,4752.29,4557.49,5324.9,4842.87,5097.69,4746.46,22574,5429.51,22235,14159,13940,4683.76,16418,15617,4614.33,4681.67,4515.65,5111.74,5290.84,4715.12,10705,,
15627,6726,40369347,277216949,40309441,34131,4700.53,5343.89,5292.16,5310.21,5258.57,4892.61,4754.84,5404.81,5241.1,5417.46,5081.84,5413.31,20421,4684.94,29677,5447.5,5219.89,4743.21,4768.47,4679.08,5395.22,5194.41,260113,197624,53856,,
15628,6731,40407196,740506531,40430049,4696.71,4828.32,4599.37,5473.71,4981.01,5014.76,5094.33,5037.51,5142.61,4505.77,5377.29,20916,5035.31,36671,19514,5320.93,4853.64,5361.78,5067.8,5389.43,5072.17,4651.53,4681.31,4779.59,5468.15,5133.45,,
15629,6735,40440922,739501526,40428803,18664,18798,27040,17551,15250,4514.27,22452,5413.82,4524.1,4736.29,4794.73,45245,4583.7,4910.45,40157,24413,5402.87,4719.64,28223,16270,22575,13550,4839.28,4886.68,5397.91,5251.1,,
15630,6740,40478031,730474121,40587700,11639,5239.7,5160.23,5127.24,13504,4840.37,4886.32,5234.55,10075,5173.24,5454.53,13437,4910.74,10050,4610.83,14022,4795.86,5462.04,22728,5368.75,4954.68,4690.24,5107.51,4985.08,5126.02,5066.51,,
15631,6757,40605968,501248657,40610940,4877.98,4514.24,10453,12925,5269.94,5487.32,5287.16,12785,5017.24,4755.47,5126.52,4660.03,18585,5245.22,5302.56,5098.87,4640.69,4948.09,4956.62,5305.92,4641.89,4763.98,5464.4,5374.19,5319.02,4977.3,,
15632,6764,40658024,174001862,40505850,12956,4968.49,4500.87,4683.52,4663.45,13153,12383,5422.98,5360.68,5173.29,10846,12115,5020.22,10932,12536,12618,5390.27,4512.49,5469.52,4932.19,4924.25,4648.01,4659.58,4887.81,5307.16,5157.5,,
15633,6770,40707951,467290253,40692559,17458,15683,4960.77,4941.54,15408,15921,4713.33,4963.32,19623,21286,13887,4777.74,4678.25,4511.81,4905.18,16372,5447.25,5015.92,28145,30746,5079.01,35608,5349.03,18042,23438,14045,,
15634,6791,40872353,404232880,40870036,12229,14271,16179,4592.63,14644,4976.04,11565,5427.11,13316,4503.37,14949,23533,4688.97,16216,4908.36,20432,4840.52,17590,22494,5384.27,5081.53,4873.92,5405.41,5275.77,4891.82,15154,,
15635,6791,40872353,422244354,40871908,18937,17324,21023,4793.84,19748,5498.51,16374,5248.93,18864,4700.33,20462,31615,5346.85,22811,15580,32339,11882,25725,30368,14288,16779,11217,4911.99,5135.08,4564.51,20525,,
15636,6791,40872353,728464233,40870929,74992,66517,82267,30117,76878,31113,66312,28695,79294,38151,75064,127241,44516,87818,64880,124209,54555,100243,123124,61087,67589,48219,4959.65,4812.3,5086.07,89929,,
15637,6792,40879482,729466309,40871826,37324,34000,41081,14465,37191,15925,33739,13370,36796,19362,36395,61539,21724,41756,30011,64632,26899,48899,60218,29306,35035,23114,4530.48,5279.77,4934.71,44632,,
15638,6794,40893715,224069077,40922340,4637.5,5380.27,5457.54,5338.02,5166.83,4896.62,4506.66,5074.65,5123.36,5439.56,16935,5352.03,5242.71,5305.1,4917.3,5333.48,5375.3,4870.09,5387.21,5183.66,5289.76,5451.04,5267.57,133903,94376,22519,,
15639,6794,40893715,503295654,40915917,4642.78,5203.03,4866.2,5154.82,4821.74,5173.35,5293.25,4613.35,4532.26,5424.63,5399.02,5318.84,4693.8,5311.33,4697.21,5024.06,4784.71,5155.01,5193.77,4933.7,5097.81,5477.45,4654.87,80736,58968,10765,,
15640,6797,40911369,197117920,40899014,4671.41,5481.96,13512,5288.73,11693,4904.03,16950,4593.31,5471.47,5264.29,5125.8,4832.62,5475.76,4605.57,4962.42,5325.19,5014.06,4904.75,5350.09,4929.94,4884.82,4545.32,5407.91,4642.32,5444.7,5057.93,,
15641,6798,40914776,145098083,40894048,5372.56,5347.86,5366.87,5208.6,13541,5407.28,5424.62,5476.35,11707,5294.52,4618.47,5052.92,5008.81,5419.01,5026.31,15022,4622.04,4644.07,23214,4607.93,4536.44,5402.64,5234.2,5086.14,4729.32,5418.68,,
15642,6800,40933094,277216949,40934080,170011,149569,4534.6,60469,4562.18,39037,5268.95,58791,5023.73,5052.7,138748,67248,51485,105165,79869,58622,62082,79855,5071.5,4932.83,64063,5494.58,4691.79,1214416,941783,185546,872,0.997557721733
15643,6801,40940170,278220093,40932460,35179,5457.95,4620.87,5023.64,4608.23,4519.23,15067,5473.28,4976.09,5076.26,28869,4561.67,10226,24621,16783,5374.1,4999.78,4527.23,5498.33,4838.5,5329.79,4908.99,4575.21,238434,187435,37677,872,0.992796194139
15644,6801,40940170,502292206,40931325,39663,31762,14964,12562,4671.99,4573.18,13360,13675,4517.99,4684.92,30326,11918,5062.83,24462,15036,11343,4758.5,14851,5027.18,5227.96,13713,5150.19,5248.74,271885,210845,40626,872,0.998772857166
15645,6803,40954235,139112778,40956755,14846,14233,20822,12141,5156.84,16245,31073,4911.74,21413,17158,14159,19672,4817.73,21896,4606.23,16870,4759.12,15244,5424.66,5273.92,4815.44,10833,5090.83,4945.48,5325.33,16067,872,1.0
15646,6804,40961098,127112671,40961307,4921.58,4983.38,13708,5463.39,15819,10412,23370,5422.09,15272,10968,5443.83,15420,4698.11,15571,5391.76,5196.11,4628.35,10381,4835.6,5386.53,5482.99,5482.3,5045.78,5246.22,4764.07,5270.4,,
15647,6804,40961098,171102554,40961579,63104,65788,92963,49563,98146,67035,141069,4697.68,98521,78292,62247,98474,32674,100550,48915,74623,30798,67545,71304,41411,48093,49849,4703.5,5025.06,4987.01,68683,,
15648,6804,40961098,201112946,40958042,4526.27,10120,14711,5442.67,17044,5199.07,24137,4533.91,15014,12727,5153.59,14904,5425.32,13998,4816.24,11051,4633.01,4564.19,11929,5120.18,5470.93,4828.15,4882.79,5049.08,5379.09,4585.83,,
15649,6804,40961098,595286072,41005759,4880.74,4901.01,5115.13,5298.02,5241.54,5141.15,4506.86,4783.53,5291.12,4857.91,5100.63,4666.56,5378.48,4871.01,4955.34,4541.66,4944.81,5414.7,5268.63,11617,5346.54,4976.85,5254.69,10131,50848,5012.67,,
15650,6805,40968033,185118057,40961376,5419.03,5411.98,13613,4824.38,15197,4517.22,19156,5261.86,15502,11517,4535.74,15090,4992.98,17081,5222.77,10030,4934.95,5247.24,5052.48,4766.01,5138.2,5217.58,5397.13,4921.75,5213.61,4646.51,,
15651,6807,40982090,488344299,41005572,5166.41,4530.23,12605,4591.41,5383.09,5111.82,5487.23,4831.65,5278.6,18019,10965,4997.42,5034.01,5109.33,20649,14466,4983.69,5301.69,5117.55,5455.68,14081,10785,4638.26,5433.21,4710.6,4995.03,,
15652,6810,41003769,487342865,41004102,25945,23190,42910,20506,4846.63,4862.02,27189,4665.52,28003,54049,36000,30671,11286,27993,65865,48111,4531.47,29811,29833,14680,43623,35366,14960,35267,18304,22388,,
15653,6813,41029854,293176361,40627526,4693.73,4613.06,10060,4586.81,10438,5088.55,5131.1,5242.19,5396.3,10993,4700.29,5482.19,4534.54,5149.27,4933.87,4951.72,5231.05,4876.13,4859.99,4531.98,4596.62,5311.27,10563,4642.17,4732.66,5478.36,,
15654,6835,41202976,174001999,41156948,13447,4915.28,5187.85,5089.56,5132.71,5015.13,12025,4950.27,5456.48,5004.87,13748,4679.97,11926,4829.25,11160,4593.91,4576.67,4614.69,5362.67,5309.12,5050.15,4566.51,4841.09,5437.34,5489.55,4667.95,,
15655,6835,41202976,227201447,41244245,5046.57,5274.79,12313,5155.73,4786.15,4958.43,13766,5132.13,4796.02,4549.38,4543.95,15074,5047.81,15908,4746.47,4895.17,5292.79,15594,10933,5193.82,4555.4,5280.19,5098.19,5272.16,5092.57,10018,,
15656,6838,41225567,253217377,41307220,26443,4792.81,5495.75,5194.17,4553.16,4821.25,5421.15,5235.05,4977.72,108232,4743.72,26166,37510,5235.41,5087.5,4863.81,28218,4700.11,4803.51,28525,36169,4968.39,4593.38,5285.85,4906.18,4908.42,,
15657,6855,41354637,201037704,40996898,5441.33,10145,11278,5210.73,4662.96,12370,12190,4749.19,5247.05,5210.53,5123.78,11491,4592.44,4694.01,4596.41,4756.25,4878.59,5320.45,5353.29,4925.15,4774.84,5214.58,4635.99,10067,5193.68,5453.72,,
15658,6856,41362110,765515076,41414648,4587.29,4707.67,4540.24,14431,5069.01,5029.43,4924.73,4601.02,4756.58,5469.38,4563.33,15240,13905,45462,29281,5058.49,18398,12796,4708.03,4817.16,13721,4618.43,4645.58,4507.84,5172.86,4833.14,,
15659,6857,41369637,758472778,41377262,12182,11780,13182,5026.51,16297,5455.74,16488,5367.84,12142,4880.97,14549,29097,4674.37,21399,10244,27053,5472.58,18560,28955,5172.97,5216.69,5098.28,5352.24,4716.04,5403.93,17259,,
15660,6860,41391830,131082535,41454633,4764.12,4931.17,5337.22,5195.84,4611.76,5238.7,5066.17,5081.94,5246.34,5335.98,5164.89,13780,4562.06,33590,19828,5064.48,12179,10497,13000,4738.76,5295.04,5329.56,4820.24,5424.58,5176.58,5121.66,,
15661,6860,41391830,696503235,41393462,15386,12379,4562.92,4792.37,21122,4687.02,14840,5443.62,17640,5204.31,12554,24594,4684.59,13960,5286.26,31573,4680.2,12298,31808,5100.03,5424.72,4692.65,4582.92,5069.22,4940.11,17161,,
15662,6861,41399551,759475525,41381848,4867.07,5041.84,4895.02,5352.74,4728.29,5412.87,4759.01,5364.82,5186.28,5252.75,5373.75,14384,4612.28,5275.99,4893.88,13698,5179.62,5262.91,14570,5273.78,4771.12,4930.91,4878.57,5009.02,4583.84,4722.25,,
15663,6862,41406834,401199890,41444684,18986,21252,23428,20869,22152,19003,23145,19842,16919,19998,17315,23638,16612,24589,24187,21248,15822,20809,21718,20075,22304,17907,5478.28,5169.66,5424.7,19108,,
15664,6864,41421474,695499329,41385409,4840.05,31185,24036,4579.61,47029,12721,34276,4806.2,40914,19381,4580.19,5073.55,5429.91,4763.5,5130.09,4579.9,5185.56,4596.68,5437.16,5186.21,4803.86,4559.54,5349.73,4854.57,5381.88,4555.76,,
15665,6869,41463337,726522339,41527654,5493.12,5131.01,13631,11069,4897.33,5070.55,5462.21,5068.18,4932.18,5125.04,4796.45,11101,4768.62,19960,15203,5077.54,5094.62,4673.41,12560,4534.43,4553.23,5186.66,4605.96,4954.67,5441.94,10112,,
15666,6872,41485699,488345062,41501276,5483.18,5072.17,10303,5257.84,5403.51,4679.7,13461,5480.5,13186,11980,4813.13,5443.07,4625.15,5101.19,22970,14310,5120.17,5429.91,10140,5292.35,12819,5296.37,5426.71,5476.88,4678.61,5486.37,,
15667,6874,41500580,415144958,41527455,4818.61,10083,4630.9,5013.73,5361.76,4762.04,4600.38,5145.31,5203.01,5428.67,4908.94,4617.16,4866.33,4764.88,5149.72,4778.47,5129.42,4536.38,5246.21,5165.66,4782.23,5072.37,99032,22112,27092,5451.59,,
15668,6875,41507851,487342804,41499136,27642,22631,41175,32324,4683.16,4816.04,40959,12077,42033,39221,30636,28976,18853,32322,66983,49584,5309.87,28212,32580,15069,44428,27407,15022,27051,14688,22971,,
15669,6876,41519505,293177246,41434563,4601.49,4516.79,11085,5212.44,12659,5053.1,4702.4,4804.71,5414.36,10159,5144.21,11632,4623.74,5483.38,4713.29,4800.49,5149.01,4944.17,5379.79,4894.87,4840.36,4875.22,5283.96,5204.58,4789.98,5022.01,,
15670,6878,41534420,138019516,41526645,53676,53500,52090,53145,54456,53210,54047,53541,54891,52770,50397,51377,51343,53773,53905,55371,52729,51496,51801,51687,53357,51853,53284,49497,54386,53697,,
15671,6879,41541939,397134186,41534702,30449,30691,4640.93,5071.74,4757.14,4958.09,4905.99,18193,4859.91,5141.22,5002.78,18647,21131,19226,18999,4948.44,5367.3,5137.08,5222.78,5328.85,18178,15616,277848,4515.96,75884,5155.79,,
15672,6880,41549263,279232697,41569233,5065.03,5267.95,4957.88,4840.35,5168.15,5443.71,5076.3,5316.42,4644.44,33619,51963,4667.36,4505.07,104211,4817.34,4525.29,4771.15,5384.16,5287.45,4617.46,4708.56,4508.01,150452,5173.86,244426,125323,,
15673,6880,41549263,725519043,41542058,21601,19687,27738,28496,21836,4854.18,21866,5069.06,15627,5236.24,20817,21222,18103,45218,32719,23367,15615,18401,26625,18765,17183,14828,5064.93,17454,4618.07,23436,,
15674,6881,41556763,149096970,41525406,5357.52,47419,5447.85,47460,4678.81,4503.8,48564,51818,48987,49240,47914,47719,49352,49390,49866,50088,46203,49581,4850.27,47917,50180,47915,5092.67,46026,49281,49535,,
15675,6885,41586433,371867523,41398099,5320.1,5404.67,5054.39,5149.86,10279,5129.86,10575,5320.39,5420.81,4605.36,4855.48,4726.28,5022.46,12022,4927.29,4644.48,4726.04,5130.73,5163.98,4659.51,4783.54,4535.46,5152.79,5353.36,5059.3,4563.28,,
15676,6888,41605679,420228119,41625082,5277.04,5174.88,5139.51,4975.69,4937.57,5040.91,5441.94,5447.25,5342.58,4826.99,5139.06,5170.49,4933.17,12040,5479.83,14432,5251.99,5426.14,11688,5014.99,4813.77,5372.82,5017.58,5136.39,5322.8,4960.02,,
15677,6888,41605679,720458984,41514434,30587,28153,33331,11209,29208,5494.09,32917,4664.26,25670,11177,29915,61342,16219,48347,30168,53632,17987,4878.04,52355,20583,26614,15983,5091.65,4976.64,5368.08,35823,,
15678,6888,41605679,721461304,41514537,15164,12186,15784,4732.3,15440,4560.52,16173,4862.24,5051.46,4679.89,13253,30324,4762.17,22667,12861,25698,4736.98,19678,25026,5115.34,12936,4922.68,5134.33,5343.31,5272.22,15410,,
15679,6890,41620510,611429810,41697260,5248.04,5054.49,4768.68,4836.77,4529.39,5189.12,4998.75,5005.95,4975.68,4900.22,4819.37,4807.51,5087.27,10745,5193.12,11784,5318.03,4941.05,4657.06,5201.43,10027,4551.83,5490.36,4674.99,5185.97,10051,,
15680,6897,41673218,453312134,41745661,4598.55,5449.81,5155.01,5262.37,5467.17,5018.9,4742.55,4501.36,5436.62,5219.28,5409.8,5383.76,4760.95,5284.26,4927.54,13556,4983.02,5032.2,5410.84,4673.88,5111.36,4622.34,4872.16,38393,52918,4537.73,,
15681,6898,41685322,476277161,41641562,12154,10150,5430.15,5497.01,4578.91,5158.83,4811.1,5293.57,5212.71,5162.83,4959.88,4964.07,4597.62,17835,5469.07,5154.51,4659.93,5492.7,5190.58,5121.12,5282.24,5295.08,4892.29,5286.92,94874,13009,,
15682,6907,41753109,174001968,41833145,4729.34,5122.51,4544.16,5184.9,4502.1,13278,4888.76,5211.91,4950.5,5397.21,13846,11220,5276.17,4922.69,5148.7,4837.98,5365.97,5388.85,4903.83,5101.01,4573.93,4761.22,5149.22,5368.36,4676.49,4895.11,,
15683,6909,41772423,723506226,41761005,46282,39469,68151,27009,42433,12633,59236,10640,30655,17257,44458,113922,25733,122095,79176,64900,37478,91598,65568,31737,47960,25035,5197.51,4683.61,4585.22,57121,,
15684,6909,41772423,724509521,41764892,20960,4709.05,30815,10668,19737,4692.62,27960,5084.85,13597,5405.53,20904,51746,5306.61,59331,36279,32017,18516,45102,30381,14760,21919,10167,4621.1,4966.1,4827.54,25807,,
15685,6918,41840351,483356903,41872800,5174.94,4841.54,5468.94,5246.78,5299.14,11581,5118.12,10239,4635.54,4978.63,5491.31,15737,4811.06,12439,4738.62,4601.52,5109.04,5155.8,4648.11,5354.63,5346.23,4734.29,4589.94,4631.09,5256.52,4931.24,,
15686,6919,41852230,596291809,41551861,5401.01,5052.21,4631.23,4600.65,5065.54,5466.73,5370.37,5368.56,4866.61,4960.21,5372.38,5091.71,4583.04,5215.24,4894.18,11064,5080.68,4911.61,5130.22,5240.78,4839.72,5481.44,4973.79,5023.58,81975,12990,,
15687,6921,41867191,253217209,41858289,25687,4871.7,4930.38,5258.07,4983.37,4850.33,5358.77,5445.85,4531.48,92224,5359.4,5483.12,5342.2,4878.41,4609.14,4748.17,4647.2,4979.24,4943.27,5439.43,4630.6,4773.84,4502.08,39384,5043.83,4596.53,,
15688,6927,41912182,201038040,41793621,5173.01,5175.8,4577.76,4641.24,4917.19,13177,4530.02,5064.84,5456.27,4912.35,4562.41,10034,5015.01,4674.39,4740.99,5312.42,4818.49,5126.43,10612,4743.6,5351.91,4873.06,5171.52,5458.3,4794.27,4696.87,,
15689,6933,41954002,753517212,42002521,4544.53,4697.12,4826.47,4562.79,5437.28,5281.98,5047.54,4957.04,4617.5,5210.86,5170.96,16704,4592.09,20721,16439,4624.43,5041.91,15275,4659.04,4632.16,4876.72,5038.06,4536.64,4602.72,4838.17,4745.4,,
15690,6934,41961620,137097137,41959528,5408.07,5423.78,4617.2,4891.92,10969,5372.4,15247,5406.28,12599,11502,5427.32,5224.76,5193.22,5109.08,4978.43,5493.65,5094.03,5074.34,5054.9,4572.13,5286.21,5267.97,4619.3,4834.88,4635.86,4880.49,,
15691,6934,41961620,315253693,41962633,33158,34385,30801,30946,40038,32543,35019,31399,41360,36729,35502,31149,30913,33382,28754,36676,29416,31155,45050,34050,28927,33258,30725,24999,5359.36,4827.81,,
15692,6936,41976601,313237427,41962779,12782,12398,4838.9,12747,14554,15273,13243,12631,16671,14755,13362,12180,11812,12505,5257.15,15639,11964,4752.59,18990,14496,11398,13516,12350,5362.04,5166.37,12140,,
15693,6940,42005783,706475525,42174096,28267,20806,5371.31,5443.77,32461,10663,21607,4998.45,25592,18400,23337,31061,5137.81,25423,4558.66,5338.8,5126.53,25175,36903,17265,21771,5298.03,5087.74,21991,16573,26481,,
15694,6940,42005783,706480286,41996948,5315.13,23747,4730.38,5257.95,5145.99,5045.94,26713,4814.37,5267.24,4838.23,5192.44,4818.16,4901.01,4740.7,4506.33,5115.71,4979.94,5226.7,4576.51,4585.23,11703,4920.41,5423.31,5461.13,5489.97,28095,,
15695,6942,42025051,707480225,41992090,5416.89,10985,5269.04,5033.82,13505,5398.93,10186,4596.92,12219,5218.63,4685.75,11313,5182.55,5429.07,5391.54,14638,5142.38,5222.7,21110,4618.97,4534.83,4652.05,4671.82,10700,4961.42,12280,,
15696,6949,42077240,323096771,42135942,5076.37,4674.79,11315,4824.45,4796.51,5367.57,4619.11,4868.6,4878.01,5254.29,4702.26,11170,4804.48,13779,4607.37,12397,4555.75,12530,5483.41,4839.12,4919.78,4907.1,5412.74,5377.72,5249.75,4610.71,,
15697,6956,42133827,277216888,42134017,35824,4652.05,4671.49,5262.44,4984.52,21342,5468.74,5055.77,4828.66,5158.78,4565.7,55567,5440.25,71133,5456.17,63473,5408.75,73330,33176,38678,4647.49,5190.97,4623.71,4790.43,5465.13,5366.28,,
15698,6960,42162937,611430115,42233714,5206.64,4887.76,5164.79,5010.89,11615,4660.91,4619.32,5395.85,4819.83,4594.25,5397.29,4562.52,5237.41,5482.57,5008.81,5090.53,4585.31,12069,4814.17,11030,4962.05,4873.83,4823.62,5072.44,5188.73,11748,,
15699,6966,42209915,279232605,42206895,797500,889758,690869,824619,508755,429047,712023,626605,4502.54,265402,942831,634579,651018,886154,794127,703446,617291,914352,5324.23,4519.89,881644,4643.7,2334562,1023370,1283004,1036195,873,0.969433837664
15700,6966,42209915,280235992,42205857,157483,157263,121107,139290,73722,81506,113709,123391,5144.99,4620.46,169483,107713,102857,126493,141309,101139,108444,185204,5261.22,4640.2,168998,5093.2,463672,184972,263211,184596,873,0.959808922903
15701,6967,42216965,214048645,42253499,21176,23360,18018,18609,11380,5400.77,18438,16969,4953.52,5424.24,22463,14627,5300.5,18762,19570,13505,13475,19373,5101.55,5289.55,21932,5117.08,29822,24514,26128,22841,873,0.922821099612
15702,6968,42224072,476277893,42206378,28303,31821,24303,24843,16449,14139,24602,26547,4665.93,5173.57,4898.99,5051.03,20572,24718,27469,20364,23021,27391,5396.85,4548.29,5148.38,4874.66,83905,4587.02,37512,27410,873,0.990923199706
15703,6971,42245296,596291382,41960538,5099.74,5151.45,4719.39,15589,20568,5160.86,14617,4872.14,33340,5051.56,4870.5,5024.23,21860,5449.79,4588.4,5390.26,5365.28,22826,19658,23139,4659.63,13873,5445.93,4581.23,129656,33181,,
15704,6973,42263947,223206635,42261756,15341,17245,19460,5164.43,18200,17791,19456,17629,17452,17848,15972,16897,17004,17280,17143,17142,17005,15999,17216,15728,15348,17164,15730,19331,15501,17388,,
15705,6973,42263947,595288513,42175490,5470.09,5415.9,5270.66,4898.28,5365.44,5138.77,4555.13,5184.9,4720.26,4772.02,5284.6,4863.6,4668.22,4675.2,5392.46,4588.21,5033.83,4556.7,5007.84,105869,5182.93,4986.53,4674.06,44537,412816,5270.16,,
15706,6975,42278294,307188385,42262990,16226,14929,14438,15580,14785,16736,15426,16368,15839,15329,14320,13714,15384,4562.38,15017,14798,14733,12561,13841,13154,13420,16457,14362,15918,13484,14139,,
15707,6977,42289108,331191071,42324587,36488,35569,52001,44168,39851,33998,50999,37930,33017,33379,35926,41186,33173,53832,54549,40301,35128,42876,36385,33781,36906,30393,5141.86,5321.5,4739.65,36955,,
15708,6978,42292583,287200745,42351756,11556,10425,18189,15571,13445,11537,18717,11815,13293,11111,4785.83,5096.5,4571.47,19623,16342,13650,13181,15389,11507,5368.1,13337,5184.09,4618.1,5264.85,5310.39,5418.36,,
15709,6980,42307007,647426575,42329259,4598.07,4937.52,5419.72,5156.82,5248.9,5292.64,4635.86,4652.76,4935.94,4664.65,4776.64,4746.52,4550.13,4610.53,5121.91,4767.75,5085.62,4763.86,4507.27,5382.36,5452.45,4937.72,10670,16458,11048,5442.17,,
15710,6982,42321453,487341248,42146375,5272.84,5131.76,5197.66,5452.09,5087.27,5027.39,4644.33,5334.15,18070,4754.53,5191.67,4661.13,4622.37,4788.5,24017,12961,4547.83,5364.5,5462.24,4853.58,15699,5171.91,4673.77,5406.4,5077.4,5143.79,,
15711,6984,42335766,93045418,42397534,5126.63,4964.52,11477,5303.17,5468.4,5011.09,4619.3,4686.15,4678.23,5004.89,5331.13,15563,5093.04,4902.43,4993.12,12396,5160.61,13327,13408,5283.32,4869.82,5107.39,5136.14,5400.04,4844.75,5014.64,,
15712,6984,42335766,725520386,42326148,12677,5412.87,13190,16853,5341.25,4969.37,4775.34,5303.07,4694.91,4990.01,5063.31,11845,10694,28208,16196,5413.46,4979.62,4771.53,11562,4991.75,5413.8,4912.33,4582.73,11900,4739.46,11852,,
15713,6985,42347313,255232834,42396267,5191.01,5371.42,5007.36,4588.12,4574.79,5116.65,5413.8,5485.72,4605.77,4648.68,4998.22,151834,5121.61,102355,5077.63,131669,4653.32,4531.19,120380,5423.02,5212.02,4501.11,5440.79,5050.98,4691.07,94714,,
15714,6985,42347313,328191284,42397653,5294.15,21252,24230,5492.96,17873,4571.71,19934,5200.43,17783,5264.81,18704,34325,4581.47,24788,4562.77,29519,13349,28961,28617,11866,17982,5370.75,4790.41,4522.74,5165.65,22190,,
15715,6986,42354473,227201614,42405049,5414.46,4839.94,12864,4708.53,5071.12,11476,12553,10247,4736.09,4865.45,10431,13281,4978.28,15412,13430,4602.26,10601,13091,10583,4998.42,12247,4581.99,5046.82,5361.56,4669.63,4841.92,,
15716,6986,42354473,405236298,42398452,4810.57,5211.43,11763,4732.1,5365.04,5378.87,4860.67,4582.75,4574.01,5221.13,5070.16,17632,4855.08,13242,5369.15,14425,5155.13,14989,13674,5300.94,4692.49,4894.35,4511.41,5362.94,5399.32,11296,,
15717,6992,42397026,310180695,42398142,15745,4568.5,21756,4582.41,15178,4596.64,16605,5332.52,5173.72,5442.55,16023,4651.89,5335.44,19277,5305.04,23817,12161,20602,5055.41,4593.76,16304,4560.45,4944.9,4614.49,4842.45,18534,,
15718,6992,42397026,423247742,42395099,12154,14231,17670,4866.34,10112,5481.87,14132,5444.14,10678,4810.53,12979,24721,5066.27,14957,11771,19320,4649.56,19129,18785,4545.21,12113,5128.21,5440.77,4550.43,5015.33,13075,,
15719,6993,42404297,404234009,42398549,34840,35043,45586,4930.41,34264,13853,36175,14944,30368,17077,35225,62119,26013,44655,34803,54327,27645,49781,48222,25693,33945,20419,5249.99,5438.43,4808.57,39775,,
15720,6993,42404297,422244568,42397348,45238,47590,61979,20394,46934,22476,46594,19568,42058,24847,51386,82077,34820,56958,45727,71386,37740,67873,65422,34703,49549,28350,5346.72,4870.96,5197.14,54974,,
