peak#,scan,retention,mass,clusterId,centrotype,membership,clusterId,centrotype,membership,clusterId,centrotype,membership,retentionMean,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973
10071,3775,20802328,5.06E+08,,,,,,,,,,20820846,164132,140562,260009,235476,190995,156369,25828.68,162620,140355,158391,178835,180143,178694,273855,220730,186352,180344,220488,154518,163462,187903,155313,304239,157616,216496,175996
10072,3775,20802328,7.73E+08,,,,,,,,,,20778852,102355,138725,160071,25741.27,23805.5,22822.12,145861,52296,24222.37,23947.54,98068,111920,26481.01,89260,22602.3,26089.09,24086.21,24322.82,23465.33,24948.77,25427.12,27490.57,288610,313408,311466,107935
10073,3775,20802328,8.97E+08,,,,,,,,,,20785300,27052.97,22548.44,26684.37,24475.36,23448.66,24764.29,25898.52,27419.19,27093.23,23891.32,22737.5,23775.45,27441.56,26951.35,23360.39,23899.59,24990.12,23537.54,25772.3,27193.14,23847.19,24324.12,77015,261446,339687,26775.1
10074,3775,20802328,1.03E+09,,,,,,,,,,20679238,594360,532673,594941,193784,277781,27039.27,598673,220895,187468,183788,507969,577867,212797,422341,281529,340909,168751,441509,254292,201451,293387,208167,719852,658344,692370,558723
10075,3775,20802328,1.03E+09,,,,,,,,,,20779519,462801,407177,474015,184809,214375,136995,475638,208202,139575,168776,416631,468497,165866,343629,207520,274291,165048,335397,209467,167834,237537,178280,1514915,1612380,1336339,451977
10076,3775,20802328,1.05E+09,,,,,,,,,,20784179,83222,71052,65280,25808.32,25431.31,23511.01,72623,26393.84,26730.93,23926.84,52965,52748,22953.2,57085,27228.26,26528.45,25708.88,59580,25611.6,25869.01,26516.63,24320.89,122017,140486,126330,25269.81
10077,3775,20802328,1.05E+09,,,,,,,,,,20786761,25939.13,25163.56,27002.59,25860.31,24817.1,22890.4,26294.46,27167.25,27070.01,26453.34,25522.29,24151.41,25930.06,22542.75,23417.64,27487.59,22747.35,25463.25,23559.6,26242.31,23588.95,24330.4,73362,69210,56705,27057.78
10078,3776,20806780,3.47E+08,,,,,,,,,,20787148,26098.35,26598.33,23663.9,25443.71,82017,24991.35,26576.55,26284.48,90358,22898.19,27016.94,23040.88,24352.85,25988.11,26345.23,65026,23303.31,23901.13,99951,23782.51,25577.31,24891.72,25541.57,25546.48,23953.05,24118.19
10079,3776,20806780,5.47E+08,,,,,,,,,,20651571,78926,84440,87309,86387,75171,65088,89262,80798,79191,93048,83012,88249,74985,87030,79351,78942,82414,88963,69951,74945,84073,72638,103079,91790,90157,84559
10080,3776,20806780,5.51E+08,560,10066,0.969724025,,,,,,,20767697,1885430,2080676,2189410,2264979,2194845,2212196,2155503,2351862,2346443,2179526,2097255,2181635,2347407,2064730,2125679,2223560,2214889,2158948,2124796,2165501,2062355,2143367,1784846,1817752,1715840,1930536
10081,3776,20806780,5.54E+08,560,10066,0.969455825,,,,,,,20793087,170540,190666,197793,204019,194182,201809,189286,209339,213577,188683,172130,186065,204625,188167,181719,200502,199431,188604,189090,187799,179970,174704,140308,159254,138168,169362
10082,3776,20806780,5.78E+08,,,,,,,,,,20763149,451987,441008,481070,497111,495368,508982,478629,530841,555427,485749,483891,493809,534004,488195,498940,533566,546465,514648,523118,528775,514094,531754,445423,474721,437450,515433
10083,3776,20806780,6.37E+08,,,,,,,,,,20793441,87880,131822,25694.96,24696.12,24795.15,26938.16,24247.41,27020.8,23945.04,25312.01,79323,23554.06,23797.49,24689.09,26611.16,26130.47,27349.75,25530.92,24681.86,24081.32,23229.41,26093.76,178287,893214,353923,23743.31
10084,3776,20806780,7.72E+08,,,,,,,,,,20781132,109739,137436,166790,24199.09,52881,24356.41,157274,26917.37,25731.86,24481.81,125690,129569,23502.67,90508,22861.08,62522,23897.78,71349,27100.01,26955.45,27305.56,24628.77,394106,403348,336750,91236
10085,3777,20811253,5.52E+08,560,10066,0.951688264,,,,,,,20765442,519475,577320,606953,631547,603819,624879,596049,643982,660624,602770,587610,607963,651928,579910,588492,610602,618159,604466,589804,589350,571220,596235,516108,507504,482349,567083
10086,3777,20811253,5.53E+08,560,10066,0.950513558,,,,,,,20792836,622383,695479,717888,751243,716431,741717,711698,784169,773178,722441,681893,732489,778775,692258,706627,737184,746420,727454,700257,715385,686650,711163,573371,585671,564061,633805
10087,3777,20811253,5.79E+08,,,,,,,,,,20799485,124533,119238,127370,138042,131011,135477,133810,147589,146181,130301,134038,137050,99753,134056,137243,139471,149944,145443,139723,95291,143689,143467,117722,124622,109838,139662
10088,3777,20811253,1.03E+09,,,,,,,,,,20713057,116315,104757,121143,23619.58,25021.41,24966.68,109145,26753.16,25218.57,27206.49,98695,110322,23610.63,87986,25725.06,23241.14,24022.62,80718,25197.29,25926.32,24009.92,22789.31,356322,130095,308615,26397.87
10089,3778,20815756,5.13E+08,,,,,,,,,,20807172,4245599,3851543,4419999,24084.42,26760.65,24002.14,4076047,2691507,26493.78,22858.27,3819567,4176344,25848.36,3587184,24878.62,3117493,22988.51,3740298,24304.01,23371.88,2780044,24567.76,23667.5,8276618,7271326,3876777
10090,3778,20815756,5.25E+08,,,,,,,,,,20810536,54691,59348,72360,26090.95,23844.44,26138.65,68238,24423.5,24765.88,25286.53,59376,54654,23591.33,24151.25,22758.72,23740.8,26838.05,24815.84,24029.28,26703.61,27387.16,23605.36,82791,22813.7,68704,55499
10091,3778,20815756,5.32E+08,,,,,,,,,,20762917,111270,118673,111109,80613,82323,84330,119600,79165,73518,71077,113896,113953,90497,104763,81947,91528,75415,110396,88037,74063,91639,79971,175229,197423,165748,117862
10092,3778,20815756,5.99E+08,,,,,,,,,,20863522,23901.79,24316.43,189063,192884,25476.92,25332.24,271831,24809.58,25516.91,26134.96,24363.93,153476,23938.26,147491,159644,27362.55,22781.9,25359.4,26910.23,25136.97,26022.37,25984.21,22674.18,25625.64,56933,25003.07
10093,3779,20820242,5.31E+08,,,,,,,,,,20804534,400178,372659,405520,281466,287797,243069,386684,300442,261886,253528,383038,373816,270202,332681,276674,316829,207232,357401,261784,258117,283122,246959,589229,633155,554795,359892
10094,3779,20820242,5.58E+08,,,,,,,,,,20790824,26024.28,25523.8,22675.21,22943.17,25541.69,26801.87,23499.22,23769.88,24925.93,26257.5,25985.58,22822.91,25362.42,24149.63,23202.46,25802.76,22617.42,26488.55,23104.12,24175.27,26070.29,23436.59,111181,131017,101771,57038
10095,3779,20820242,5.59E+08,,,,,,,,,,20718780,423056,487494,549841,310136,350555,337765,475939,312055,475297,335662,439342,464893,267946,391427,295890,337105,196240,383770,266072,245376,283081,239806,736021,805024,706380,399689
10096,3779,20820242,6.05E+08,,,,,,,,,,20743311,388343,283588,238094,345497,281530,327224,302166,367627,335629,366468,387510,357291,400002,24350.33,357113,398687,383368,411986,414165,402014,382192,407585,333056,339511,300879,423083
10097,3780,20824764,2.64E+08,,,,,,,,,,20819780,23211.39,24864.3,50254,26468.22,61360,25318.71,58827,23484.29,57074,23469.74,27252.11,25775.28,26898.17,23580.9,26434.3,22679.51,27026.79,58473,25558.68,24166.48,25863.05,25466.19,25994.4,25383.34,26467.91,52967
10098,3780,20824764,3.51E+08,,,,,,,,,,20629345,66346,63109,79575,50842,56908,23142.89,78201,50353,23878.19,23792.36,24573.82,76977,25049.41,59575,22927.44,23889.46,22624.81,66059,24363.99,27471.26,24061.49,22709.28,64180,55657,74791,71711
10099,3780,20824764,3.82E+08,,,,,,,,,,20817684,24055.83,26959.65,22531.76,26867.07,27033.29,26926.7,24051.64,26474.24,26702.3,25118.66,23509.23,23195.89,25438.3,26747.13,25069.03,22862.3,24868.65,24493.88,25281.68,22917.8,23233.64,25276.31,66517,226976,311773,24149.47
10100,3780,20824764,5.30E+08,,,,,,,,,,20819954,281939,292499,298710,261307,273011,245991,282836,268324,256295,255586,280843,294691,263211,290778,254560,276261,254053,296331,266579,246761,267933,274416,333394,318077,328782,295670
10101,3780,20824764,5.57E+08,,,,,,,,,,20809404,86736,97172,105495,123063,91123,56265,78429,105887,26793.53,24027.61,84120,101307,106852,25751.78,124174,91173,105855,110085,27287.17,24351.5,121199,22853.4,150799,24097.01,89193,85224
10102,3780,20824764,6.06E+08,,,,,,,,,,20733948,108291,77151,83354,92088,83787,102087,75041,101541,87712,103835,102775,89709,97777,103568,106858,100091,114922,127474,25725.47,115794,25542.62,24610.61,114402,117753,103040,116609
10103,3781,20829317,1.77E+08,,,,,,,,,,20817399,25101.4,23908.7,23552.49,73998,23099.9,59908,24747.39,84585,26484.34,103422,26755.43,23138.07,60102,26512.58,66007,25353.9,93205,24668.11,26444.54,22597.16,58989,100207,27253.16,25738.65,24982.51,23133.46
10104,3781,20829317,3.81E+08,,,,,,,,,,20811585,153487,154449,23206.1,23220.1,26010.19,23327.96,26381.65,25140.72,23128.53,22842.78,139497,24806.24,26327.38,26854.3,23625.25,50242,25501.51,26872.54,68523,25124.56,27020.83,22932.66,354983,1013634,1380918,146214
10105,3783,20833895,5.37E+08,,,,,,,,,,20841782,24465.43,26030.42,23744.3,23673.64,26543.33,24607.59,26727.08,26843.02,24807.53,23447.15,25648.06,56711,24159.05,100410,105447,25677.42,26301.17,64179,24229.46,25366.29,26020.1,24653.93,23327.58,27275.58,22938.5,26511.57
10106,3783,20833895,1.01E+09,,,,,,,,,,20823644,22521.84,23838.55,23148.81,24200.37,22876.83,25107.46,26484.14,22759.07,24181.68,25518.82,23843.58,23860.41,25884.82,23551.57,26453.07,26523.55,26973.25,25694.63,24616.39,25226.39,26920.42,24651.89,127185,91475,56941,22931.67
10107,3784,20838453,5.03E+08,,,,,,,,,,20829577,23092.01,24140.99,25181.75,23916.56,25851.98,24930.91,26816.82,24016.45,24183.56,26054.94,25160.57,24597.81,25345.71,27294.68,27252.52,22834.72,22587.47,27265.02,24680.82,23528.29,23069.23,25534.94,77450,68259,61098,25888.55
10108,3784,20838453,1.01E+09,,,,,,,,,,20822146,25982.21,25784.55,26408.57,24726.01,26132.97,27085.53,24888.27,25475.97,22791.4,22837.31,25096.4,24387.14,23536.7,24875.91,24873.84,25789.7,24286.28,27052.84,25349.07,26568.53,23622.6,26813.44,122421,109700,90424,24607.83
10109,3785,20846533,5.29E+08,,,,,,,,,,20821711,740577,757182,805948,662021,683768,590042,767247,669236,611661,602586,735806,758814,651848,729620,645782,696835,603077,742803,632798,623672,653236,650068,890822,886337,899886,742743
10110,3786,20851141,4.67E+08,,,,,,,,,,20878276,170711,137277,150740,81150,102576,83594,160249,102283,84055,93718,154879,168571,90437,134795,110883,135600,89903,144178,110426,96255,108810,92703,323709,313636,314236,145575
10111,3786,20851141,5.69E+08,,,,,,,,,,20783271,26816.41,25699.93,79108,78499,23432.74,24782.39,62385,25202.93,26902.7,22542.71,25950.82,24327.15,23856.79,67150,105483,25309.61,26063.05,27347.84,25900.63,24493.49,25792.99,26191.46,24986.14,27277.19,23153.3,26320.36
10112,3787,20855803,9.91E+08,,,,,,,,,,20839730,25261.62,27305.9,24625.58,24187.13,23608.42,25321.71,22597.52,24266.88,26469.73,24049.3,23674.15,24724.01,26887.74,23206.08,24500.14,26502.09,24433.2,24016.84,24234.9,24538.63,27024.79,24955.93,400369,273201,293162,24174.95
10113,3788,20860474,7.63E+08,,,,,,,,,,20843181,27111.48,24598.57,24653.47,24171.2,24905.44,27219.36,25377.17,25028.76,22990.86,25226.86,25511.38,26489.44,25234.73,22880.47,23151.12,26954.3,26942.48,24345.39,26071.52,24280.33,26840.63,27232.56,95226,58532,87782,27137.06
10114,3788,20860474,9.92E+08,,,,,,,,,,20843878,22991.99,24947.72,23401.69,27181.58,24850.68,24313.2,23357.71,23100.92,23309.39,24300.41,24009.42,25091.09,26741.85,22820.41,26475.67,24223.33,22768.83,25822.14,26063.58,23917.68,24023.85,26898.44,106736,61186,80482,24206.35
10115,3789,20865154,3.35E+08,,,,,,,,,,20859202,23613.76,27370.71,25297.7,23613.29,22650.05,80635,23314.88,23730.84,25535.61,82001,26632.35,22676.92,27093.57,65224,26122.03,55637,24530.27,23917.69,22567.9,117044,24519.14,85687,23341.91,25014.74,24172.69,25933.94
10116,3789,20865154,4.79E+08,,,,,,,,,,20855140,85905,81682,26359.62,23710.38,23740.83,23225.42,22689.66,24645.85,26908.99,22813.85,78435,26025.16,25181.9,25277.44,22905.17,53787,22715.38,26513.68,96763,26093.25,26893.83,25588.1,649400,23902.12,22999.99,76704
10117,3789,20865154,4.90E+08,,,,,,,,,,20859102,25027.42,23396.48,27198.97,22851.18,25696.85,24668.72,22963.03,25637.36,78372,60044,24294.49,26153.12,26444.96,25870.3,27375.5,26983.37,25716.77,23482.05,56327,24894.78,24629.99,26957.58,23785.4,25689.21,27077.04,23801.41
10118,3789,20865154,5.31E+08,,,,,,,,,,20877811,23625.95,213849,23750.26,102567,23523.73,69270,22785.41,160838,23751.65,23186.78,23732.88,23725.91,26949.3,27044.66,25076.19,24501.53,25018.31,24462.26,22849.63,24418.53,106908,24769.96,26838.75,25810.12,22973.69,26033.01
10119,3789,20865154,9.87E+08,,,,,,,,,,20849563,24126.18,25140.33,23123.88,23660.3,23079.26,24041.41,26041.13,25206.96,22625.4,23871.12,24352.12,22843.93,23552.87,27150.72,27423.85,26155.85,26948.7,23393.88,26556.01,25152.65,23384.27,26191.39,240248,150303,179598,25292.87
10120,3789,20865154,9.88E+08,,,,,,,,,,20850326,25311.93,24543.69,25590.3,27390.88,25663.49,23992.65,25557.23,22593.98,23367.93,25876.99,24470.05,25255.91,26922.09,23647.15,24206.48,25316.21,23393.81,26173.02,23641.06,22641.24,23021.75,26474.38,145428,100631,107305,25549.23
10121,3790,20869902,4.84E+08,,,,,,,,,,20860327,144218,141971,65848,24444.41,198100,143611,93167,71395,215724,230694,128569,89685,24385.21,65189,26048.06,159430,24856.7,71043,261346,222778,27162.25,235361,329371,26850.91,24656.24,128751
10122,3790,20869902,4.93E+08,,,,,,,,,,20857888,27354.25,24616.55,24912.77,25600.88,26604.23,26700.73,22856.74,23043.4,25890.1,25806.44,22558.11,24775.79,27136.29,27455.92,27210.88,22886.01,26251.81,23263.6,26170.66,23938.13,26599.73,25411.77,269194,184464,194117,22830.48
10123,3790,20869902,4.94E+08,,,,,,,,,,20855603,23942.24,25526.42,26360.54,22544.61,26378.85,26257.97,23412.14,26302.59,25782.61,22577.12,22827.84,25953.29,24218.95,25209.8,23699.28,23741.02,23522.12,26068.6,27222.17,23220.97,24216.45,24088.88,130794,75994,110518,25467.39
10124,3790,20869902,4.94E+08,,,,,,,,,,20856366,25516.67,22573.73,22755.75,23452.61,25131.9,23379.31,25780.7,27238.15,24648.8,27334.8,27488.29,24287.17,24202.18,26107.36,27328.68,23970.03,22788.4,25185.9,23775.6,25592.5,26510.57,27313.75,141129,105724,109373,24198.66
10125,3790,20869902,5.33E+08,,,,,,,,,,20851833,24382.36,23299.32,22642.18,23904.12,26120.07,23328.32,26877.33,23251.22,25605.86,25517.29,24007.8,25349.48,24323.13,23121.49,25504.64,24641.33,26253.69,23845.5,23349.97,25974.83,24761.64,23657.93,178786,109661,166178,22867.2
10126,3790,20869902,5.45E+08,,,,,,,,,,20856353,207784,23056.1,183252,150762,158285,134409,191455,171966,152742,160744,176641,182474,159704,170163,138561,179405,126446,180592,163361,144117,152402,151032,170856,179192,190818,177424
10127,3790,20869902,9.89E+08,,,,,,,,,,20860143,319006,276173,158439,92385,100867,76059,162752,112894,53573,79157,293893,137512,79616,122818,106130,113060,73515,136018,97429,99376,94938,77907,2182269,1493502,1645300,304187
10128,3790,20869902,9.90E+08,,,,,,,,,,20857252,171427,153213,79418,24561.15,24582.64,22547.55,25514.97,55666,25408.33,24636.66,151268,77832,27435.37,54625,53345,54713,23015.87,68299,22507.6,22651.94,25042.45,25276.99,1131997,781061,905401,164074
10129,3791,20874640,1.45E+08,,,,,,,,,,20854987,230323,236952,222173,203065,247193,206338,279141,161958,247046,273041,232581,219755,158571,205831,181384,181466,138043,169655,223102,179261,160753,210927,288860,402437,338022,236706
10130,3791,20874640,5.01E+08,,,,,,,,,,20871924,26309.48,23428.53,23749.33,23289.7,27321.23,23243.33,25832.14,25400.73,25517.84,27317.41,24956.11,52492,27350.91,25530.85,55517,67556,26903.15,58877,76558,78715,61459,26274.96,22741.36,27496.8,23536.21,25875.86
10131,3791,20874640,5.27E+08,,,,,,,,,,20843072,193385,180857,204424,128333,145654,129019,162685,164691,118589,136298,195979,192668,157666,181469,151442,124654,150506,202011,25746.06,134343,69794,129492,183143,179233,244935,170211
10132,3791,20874640,5.28E+08,,,,,,,,,,20858454,104024,93413,108639,79936,94068,75596,108416,87471,77682,81803,104154,110040,84726,108491,83200,97003,83795,106108,90542,85379,93511,85867,122046,121319,123752,110553
10133,3791,20874640,7.01E+08,563,10142,0.97176384,,,,,,,20856366,25657.21,23076.18,22576.92,24920.49,26964.05,23013.87,24346.68,27452.37,25769.98,26001.18,23404.44,24311.93,23108.94,25933.66,24005.99,24866.05,24221.5,23179.89,26927.99,24976.74,22504.29,24480.9,104542,124351,121360,26785.52
10134,3792,20879406,3.54E+08,,,,,,,,,,21051666,22630.62,26322.55,24630.29,26658.2,73788,72641,24028.34,23710.17,69867,84745,25846.24,25885.96,24254.76,23191.51,25498.27,24646.98,26272.89,25896.42,154865,61513,26368.91,81474,26525.48,218222,24767.86,25206.83
10135,3793,20884203,1.77E+08,563,10142,0.971226139,,,,,,,20925951,24903.06,54251,26727.31,25065.76,25542.73,25784.42,27254.65,25123.49,22804.52,23836.18,25382.26,23803.54,25234.29,23135.34,23673.01,26956.97,25101.15,22983.31,26545.93,26194.91,26420.44,26682.71,67953,51551,51960,53714
10136,3794,20889036,1.75E+08,563,10142,0.9969241,,,,,,,20877881,59925,55043,24833.62,24327.22,22921.68,25507.99,26132.21,26834.71,25509.89,27146.95,58960,26358.89,26972.96,25212.74,65873,24964.9,26239.47,27425.19,24977.82,26460.71,26286.92,24642.08,133325,129433,155545,24939.61
10137,3794,20889036,2.17E+08,563,10142,0.993553867,,,,,,,20880123,26653.2,23725.09,26175.66,25956.86,23567.2,23595.04,25168.29,25143.34,27119.42,24682.22,24042.73,23304.64,23596.75,22633.33,27447.51,24231.98,24665.48,27472.38,27350.05,23489.7,23217.81,22594.9,67344,86764,91895,26825.83
10138,3794,20889036,5.39E+08,563,10142,0.984867355,,,,,,,20867820,23907.32,23589.62,24145.43,27259.39,26227.29,24496.33,26958.49,24636.97,22834.62,25833.85,24337.33,23534.29,24447.48,25148.99,23478.6,24997.36,27062.23,25530.55,26072.33,22504.89,23809.53,22863.02,69498,108255,74010,24368.06
10139,3794,20889036,9.47E+08,563,10142,0.999128501,,,,,,,20875498,25754.4,22646.27,27327.91,22671.12,24698.58,24789.06,23594.89,24407.01,25841.3,23279.76,23434.59,26639.54,24116.72,26868.72,26541.57,25539.29,24941.92,24029.77,25929.52,27082.04,23889.39,22610.77,475907,240468,330690,23033.64
10140,3794,20889036,9.48E+08,563,10142,0.99905213,,,,,,,20877038,24320.29,23687.01,24340.41,22911.18,22731.43,26099.14,24784.74,24301.34,22541.28,23029.84,26651.28,23001.36,25089.74,25323.28,22663.67,27211.21,25378.18,24761.24,25393.81,25198.85,25615.33,22982.49,239716,122391,164800,25942.66
10141,3795,20893879,2.36E+08,563,10142,0.999954865,,,,,,,20888931,265409,248399,124960,118196,107057,101846,132822,118050,79906,103171,246299,121909,102452,112013,126442,105650,92455,111813,98696,104481,110778,86468,1087442,773221,857007,245179
10142,3795,20893879,4.73E+08,563,10142,0.999955206,,,,,,,20886241,8538808,7863622,4117344,3603382,3279975,3137300,4246890,3800036,2481824,3135671,8067534,3726834,3273977,3549407,3978198,3683863,2985390,3713648,3139195,3370410,3688953,2746292,39231412,27586730,31807690,7782700
10143,3795,20893879,4.74E+08,563,10142,0.999955206,,,,,,,20886237,2158537,1984355,1029237,924571,842446,809347,1079847,967378,624949,799106,2048450,947804,835792,899375,1016940,928563,768320,944064,803211,839545,942002,698903,9989875,7071235,8148401,1996843
10144,3795,20893879,4.75E+08,563,10142,0.999955128,,,,,,,20886027,447950,411227,217386,186596,169416,166858,226627,201624,131554,162921,411118,193146,169274,194313,214298,148082,142319,190587,161207,173669,191176,148517,2091866,1449129,1666356,432176
10145,3795,20893879,5.25E+08,,,,,,,,,,20871635,27297.58,55025,117020,113768,23122.01,25129.18,24006.8,60445,23301.18,24646.65,25551.87,23984.96,27432.18,108745,130992,24887.28,55183,73606,23273.9,27321.06,51104,23495.89,24484.01,25951.58,27195.78,65763
10146,3796,20898796,2.37E+08,563,10142,0.999738956,,,,,,,20876357,56374,60610,24542.54,26746.06,24824.55,26500.71,22666.89,22757.71,25354.03,25229.47,26916.98,22954.19,24581.87,23034.79,23526.33,26018.5,25903.48,23848.53,26134.01,23621.13,25223.3,24631.44,282914,195301,229695,52788
10147,3796,20898796,3.11E+08,563,10142,0.999761804,,,,,,,20879889,98305,90544,26858.48,27072.01,24152.04,22504.03,23003.95,23987.78,24715.14,27065.19,91381,27190.94,24461.8,23061.04,26657.59,25730.56,24777.27,24655.57,22907.13,23143.25,23596.2,24611.99,446599,313266,347637,95158
10148,3796,20898796,4.68E+08,,,,,,,,,,20891055,62681,25209.57,26208.13,24662.02,26854.43,26827.22,51769,26622.44,23881.35,23277.95,26386.45,60138,27185.67,23034.1,23872.06,24576.01,24336.91,26081.99,23792.86,26536.35,23995.1,23153.63,24942.16,22936.95,22750.99,23890.29
10149,3796,20898796,5.41E+08,,,,,,,,,,20830416,188083,203848,139041,117909,321997,266698,218443,107987,410704,357508,172708,143858,126939,150546,117711,207844,85254,95425,407918,324376,117307,341041,23466.84,25567.19,22994.85,214954
10150,3796,20898796,5.45E+08,564,10151,0.997365111,,,,,,,20840464,103773,129314,200072,196241,208378,172588,259971,180349,174786,201026,117845,116284,148567,91013,85841,78970,81032,98358,89973,71279,93805,214284,54840,23077.97,57149,120786
10151,3797,20903702,4.99E+08,564,10151,0.999955206,,,,,,,20892923,223768,193588,305811,303959,325716,267205,392863,283488,268238,333640,220734,194204,240988,154573,174876,150334,158029,183375,170290,140532,166096,413660,26818.22,24139.87,25007.24,231851
10152,3797,20903702,5.07E+08,563,10142,0.994475536,,,,,,,20891832,596684,597960,282717,301752,257469,247487,282063,291555,216351,222061,563900,272959,272316,288137,383981,289356,292276,296469,276091,279537,363938,211027,1701483,2494976,2218120,565425
10153,3797,20903702,5.08E+08,563,10142,0.99410074,,,,,,,20892663,161348,162526,69355,83859,66785,62011,72120,70709,26407.4,55502,144601,66337,70119,67631,99199,73905,73299,72447,72490,70996,92725,22916.68,441477,654785,574175,146196
10154,3797,20903702,5.41E+08,563,10142,0.998794342,,,,,,,20893618,149620,128848,64298,70902,53757,63602,77677,76530,25588.1,54879,141338,60491,67729,70932,75133,66522,60958,68700,61085,61365,70572,26237.91,508276,368906,431692,137906
10155,3797,20903702,5.42E+08,563,10142,0.998532498,,,,,,,20883215,24006.16,25316.74,25700.81,24193.3,25611.98,24328.32,24633.62,25478.78,24452.73,23554.07,25810.86,22631.92,24840.76,24758.5,26242.91,23700.87,23123.13,23419.06,23430.87,24850.65,24599.22,25350.51,127734,85586,108325,25075.04
10156,3797,20903702,5.46E+08,,,,,,,,,,20873613,52566,60624,57219,26392.95,23463.88,25775.6,56225,26237.44,26203.77,23378.74,63865,65720,23488.05,24813.97,23217.33,51821,25242.86,65746,23618.31,27409.18,22627.65,25851.29,57204,23013.48,72810,53428
10157,3798,20908648,5.00E+08,564,10151,0.977379716,,,,,,,20886752,24232.19,23997.35,66587,72542,71781,58360,100230,66674,63981,85213,25277.19,24963.1,69414,25615.1,23225.4,22819.47,25410.47,24995.6,22794.54,25449.87,25293.63,100012,24188.15,23813.41,22659.54,27230.53
10158,3798,20908648,5.59E+08,,,,,,,,,,20909446,88089,59772,23009.74,26495.08,26645.82,95441,299490,95405,26455.72,27496.8,23367.61,24554.98,58933,127258,89838,26246.35,25493.69,24760.48,24269.16,70195,55083,93884,50445,64793,25175.93,54164
10159,3798,20908648,5.63E+08,563,10142,0.993626194,,,,,,,20892216,24629.41,24196.34,24146.6,24890.18,24320.1,22804.23,23221.61,27222.46,27394.43,24653.43,60920,23726.72,23969.65,25027.01,24997.79,27198.05,24932.2,22701.41,23179.24,25944.93,25663.21,26439.14,141901,122088,136695,51532
10160,3799,20913605,5.45E+08,563,10142,0.971083165,,,,,,,20839700,23291.26,27490.02,24178.1,83745,26727.01,25146.26,24781.41,23184.88,22986.98,25165.85,24147.85,23733.65,22830.98,23886.14,23208.13,22759.12,24952.51,22859.9,27045.42,23235.81,25002.43,23019.28,166570,148788,151568,26535.12
10161,3799,20913605,9.41E+08,563,10142,0.974083047,,,,,,,20903535,25040.23,22648.85,23910.48,22705.31,25707.9,25058.83,24658.59,23783.65,27430.18,25369.86,24089.35,22660.85,25357.15,22743.35,23250.03,24243.08,25956.55,26424.96,25279.7,25429.44,25130.58,25602.67,71610,54894,63590,24947.29
10162,3800,20918583,3.78E+08,,,,,,,,,,20917792,27467.19,26877.43,24305.06,26264.59,65497,27332.58,22532.46,23896.3,68754,26289.71,26462.78,23969.58,22880.73,27283.45,22591.18,25774.41,22536.45,23318.77,63600,22739.33,23630.06,24350.78,26053.59,23519.85,26625.44,26002.59
10163,3800,20918583,5.09E+08,,,,,,,,,,20895684,23329.58,24522.92,24687.32,24799.79,24657.63,24385.59,24744.04,24053.88,27011.03,23164.69,24395.9,25757.19,23653.13,24827.33,26299.96,24898.17,25941.24,26694.09,25304.9,25852.9,22919.34,26208.12,95893,155642,132876,24997.65
10164,3800,20918583,5.41E+08,564,10151,0.980706522,,,,,,,20931393,351395,306168,463409,431370,471598,451188,498914,490703,290612,384152,314351,326264,421830,190972,241840,216828,261175,255394,149065,183351,271840,485171,218677,84979,158440,299167
10165,3800,20918583,5.42E+08,564,10151,0.972462911,,,,,,,20910185,97176,87477,120658,112498,128197,124557,143191,131781,82218,109106,87633,91898,118136,23565.81,63460,22808.42,77613,72280,25368.32,22875.83,73546,133207,50182,24134.86,25314.89,79842
10166,3800,20918583,5.85E+08,,,,,,,,,,20906686,26088.97,26679.85,25286.88,23710.43,22873.81,24789.77,25641.2,24620.46,24253.04,27083.11,27418.11,26134.66,26051.99,25679.71,25013.24,26622.27,24367.46,25112.3,24035.92,23245.82,24668.19,24544.61,104723,64971,84368,22804.26
10167,3801,20923615,1.09E+08,,,,,,,,,,20788119,26092.84,26394.58,26163.11,27288.02,25532.86,23757.74,53280,26106.81,25293.19,25458.27,23727.9,26398.9,23289.31,24448.22,26387.87,26654.28,24856.94,27083.07,26288.97,23974.66,24587.12,24207.33,97675,24459.17,126528,22984.8
10168,3801,20923615,4.55E+08,,,,,,,,,,20907374,955708,986469,791310,768715,701766,697431,766470,791143,507277,703956,920262,588446,732436,520005,672769,510204,582820,506845,431000,522713,640521,602818,4389887,1346993,2376146,919395
10169,3801,20923615,9.83E+08,,,,,,,,,,20900381,23698.84,25267.71,22905.45,24303.6,26922.63,22762.26,27175.5,23295.99,26676.94,24992.6,27290.13,25556.55,25498.01,26119.27,26649.47,25506.98,24348.66,26670.87,27132.77,25290.3,27128.4,26694.85,94796,111744,105293,27486.94
10170,3802,20928656,4.56E+08,,,,,,,,,,20979640,206639,199584,170311,160726,163084,160366,161932,167772,102831,166735,193212,120198,149463,108417,139513,99586,118217,106610,91571,109234,130246,147479,905544,275552,479530,192130
