clusterId1,centrotype,cent.factor,nr of peaks in cluster,chosen peak#,Scan Nr,retention,retentionMean,Mass(uD),membership1,simIsShared,sim ranking of peak,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
302,6576,0.994829,2,6576,2531,13974004,13960370,453234039,0.989641,FALSE,1,Qe05972,188764,>>,66701,26242.27,27284.19,26799.94,26364.55,23142.27,27331.15,23084.54,24250.87,23512.52,26642.99,25190.15,25469.05,27329.81,54282,24027.39,23314.23,27067.4,23974.72,23294.71,27258.94,25479.27,122549,177437,188764,58449,<<,4.53234039E8;1.48076553E8;,999.0;368.37;
303,6593,1,4,6592,2544,14050552,14022095,355104065,0.999955,FALSE,1,Qe05972,4235226,>>,475400,564241,22622.38,22960.65,25278.08,25685.86,23562.33,24309.92,26877.25,26303.99,529662,25942.58,27351.69,24532.95,26782.69,27191.83,25319.99,23573.34,23926.68,23520.03,23923.14,24038.71,2082079,3435651,4235226,487131,<<,3.55104065E8;3.56107391E8;4.48154236E8;6.11208984E8;,999.0;181.74;165.91;68.44;
304,6606,1,6,6605,2546,14062692,14047503,395191956,0.999955,FALSE,1,Qe05969,5290550,>>,3619272,3738559,3647677,3441863,4162059,4032403,4877458,2796773,4396942,4677791,3239979,3770509,2897952,4182677,3858411,3698969,2657417,3046523,5165119,5148268,3587218,5290550,25495.8,25341.49,24450.25,3916723,<<,3.95191956E8;3.96195343E8;3.85163422E8;3.9719751E8;4.63177521E8;3.87161011E8;,999.0;190.41;51.0;38.42;20.14;15.53;
306,6628,1,2,6627,2559,14145628,14130177,367212250,0.990297,FALSE,1,Qe05960,430577,>>,320259,295391,412862,340954,289363,258336,324199,265136,260905,314408,310074,398969,216216,430577,381007,344075,247599,353988,335432,286858,262471,260116,379191,218756,126876,323507,<<,3.6721225E8;3.68215607E8;,999.0;196.28;
307,6657,1,4,6648,2568,14200403,14206671,367103119,0.981332,FALSE,1,Qe05971,2032429,>>,582084,27076.74,356811,321768,359910,310211,322095,322096,254971,294487,26028.53,385294,268675,89956,23398.65,444907,78499,313583,376035,552325,82658,542558,202959,2032429,1644288,544112,<<,3.67103119E8;3.6810675E8;3.87130249E8;2.87103363E8;,999.0;178.69;112.83;66.67;
309,6681,1,3,6678,2582,14289917,14270173,299076935,0.996848,FALSE,1,Qe05966,1994069,>>,1380012,1455524,1389351,1319880,1448670,1311514,1480149,1512823,1559373,1475089,1316165,1820948,1222161,1825273,1798280,1755489,1527156,1749832,1994069,1605000,1837583,1575211,76642,26411.79,22666.91,1450546,<<,2.99076935E8;3.00080261E8;2.93059479E8;,999.0;149.49;57.47;
310,6687,1,3,6693,2592,14349142,14333171,264087097,0.954028,FALSE,1,Qe05970,573608,>>,165019,155859,138431,134860,141743,124663,142359,138105,97403,115004,161260,125771,115034,131406,120631,116575,89773,131263,97252,103647,117596,102072,573608,458679,255970,165718,<<,2.64087097E8;5.29264893E8;3.69177612E8;,999.0;329.58;222.97;
311,6702,1,7,6691,2592,14349142,14331727,241119171,0.96493,FALSE,1,Qe05966,6890218,>>,2095721,2149139,472948,165092,4632549,2577464,1539384,352567,5620851,3863236,1991069,904605,320273,450383,147388,3122531,255249,401060,6890218,3640047,248568,4118422,543210,753230,549839,1931149,<<,2.41119171E8;2.77155243E8;2.42122818E8;5.95214111E8;2.78158997E8;5.96216675E8;4.41235474E8;,999.0;243.89;116.86;59.77;35.63;20.47;8.73;
315,6725,1,2,6725,2614,14454976,14322462,489160614,0.999955,FALSE,1,Qe05971,100804,>>,27376.21,27308.19,26111.92,25778.01,24165.8,23723.27,23704.51,24415.47,26300.8,22736.42,25590.01,24662.32,25261.38,25457.59,27455.01,27176.95,24225.03,25453.08,25098.56,24795.41,23917.81,25783.97,68673,100804,61036,25676.64,<<,4.89160614E8;4.95153046E8;,999.0;443.33;
316,6727,1,4,6737,2618,14474536,14461867,378166992,0.974694,FALSE,1,Qe05966,522323,>>,176354,173138,25316.59,23311.49,347992,225443,113360,25092.47,402388,329227,173448,68978,23040.97,25355.65,25897.43,219643,24164.46,26959.04,522323,313491,26015.01,348006,23402.54,166649,150795,156236,<<,3.78166992E8;2.2701297E8;2.98139832E8;3.79173096E8;,999.0;470.52;457.91;236.19;
317,6751,1,16,6751,2621,14489157,14474911,353087433,0.999955,FALSE,1,Qe05967,8.50E+07,>>,6.01E+07,5.38E+07,6.02E+07,6.63E+07,5.61E+07,8.35E+07,5.80E+07,6.64E+07,5.92E+07,7.42E+07,5.83E+07,6.07E+07,6.44E+07,5.10E+07,6.13E+07,5.17E+07,6.18E+07,5.10E+07,5.47E+07,8.50E+07,6.51E+07,8.41E+07,4.21E+07,3.79E+07,3.71E+07,5.64E+07,<<,3.53087433E8;3.54090607E8;3.55092499E8;1.91055588E8;4.4308252E8;4.21075134E8;3.75068817E8;1.92059021E8;4.44086212E8;7.10189819E8;4.22078644E8;1.61023819E8;3.76072479E8;3.69081573E8;4.51059418E8;7.45134888E8;,999.0;180.28;32.42;21.24;12.82;8.32;6.84;2.73;2.62;2.47;1.65;1.41;1.19;0.91;0.82;0.76;
318,6779,1,2,6773,2624,14503871,14484417,705166199,0.954037,FALSE,1,Qe05955,387057,>>,230787,213587,185941,173747,289611,253018,280969,158335,387057,333787,212671,207782,148273,179804,158611,198269,24488.16,137094,319219,278966,150885,339832,159551,181375,176578,209436,<<,7.05166199E8;1.58082016E8;,999.0;755.51;
319,6782,1,4,6782,2629,14531998,14517023,209045334,0.999955,FALSE,1,Qe05971,3074096,>>,1796831,1738254,1762805,1685417,1756839,1494262,1994561,1572461,1443205,1654273,1680111,1672613,1438792,1603395,1697806,1576993,1268953,1544980,1500421,1367516,1524848,1353254,1668465,3074096,2429778,1735151,<<,2.09045334E8;2.10048599E8;5.63137085E8;2.89071472E8;,999.0;109.04;50.78;42.26;
321,6810,1,2,6805,2646,14621517,14613337,471171692,0.983484,FALSE,1,Qe05969,533579,>>,230675,221634,154799,93980,375978,268985,297374,126542,368439,397742,211505,225467,111568,108804,89738,267303,85993,155072,430496,361458,98192,533579,26548.68,25784.23,26177.98,218890,<<,4.71171692E8;4.72174622E8;,999.0;224.27;
322,6815,1,4,6812,2649,14638617,14651491,721328247,0.997982,FALSE,1,Qe05961,3998132,>>,2254917,1875634,3281575,3616520,1708035,1728466,3096966,3497096,409484,982353,1872728,3337161,2518798,3092656,3998132,2348744,3078039,3525719,425827,987937,3597621,511425,213400,127151,114684,2115985,<<,7.21328247E8;7.23334351E8;7.11299316E8;7.89315857E8;,999.0;73.58;35.1;33.34;
324,6824,1,3,6817,2651,14650032,14641451,367212097,0.993636,FALSE,1,Qe05970,2821954,>>,1133718,1102818,925829,938717,828263,897038,757421,861454,801484,975009,1114401,1117753,686117,1073313,1295013,1221467,934217,1111483,1354286,1339695,1120702,969262,2821954,539829,1247247,1071008,<<,3.67212097E8;3.68215607E8;4.63199829E8;,999.0;217.97;105.14;
325,6848,1,4,6848,2669,14755630,14796450,316166382,0.999955,FALSE,1,Qe05966,1214779,>>,361873,383496,27150.96,27415.91,709860,560868,176865,50367,905529,777321,353035,117883,64535,26251.63,22599.27,509322,26929.6,27386.01,1214779,883701,24924.56,920818,178544,154909,176771,340898,<<,3.16166382E8;1.79034805E8;3.17169922E8;4.23181152E8;,999.0;419.22;191.92;70.91;
327,6867,1,4,6874,2677,14808399,14789761,335077118,0.960447,FALSE,1,Qe05970,2989669,>>,2345182,2304958,2382766,2562688,1776987,1954170,2094602,2479465,1207445,1729996,2237617,2408574,1985510,2306102,2760833,2218164,2497968,2423626,1948869,2140415,2683623,1791311,2989669,2184689,2829656,2217745,<<,3.35077118E8;3.36080414E8;3.98072571E8;3.71053802E8;,999.0;176.94;88.19;57.32;
328,6880,1,10,6880,2679,14820434,14813188,323124542,0.999955,FALSE,1,Qe05970,1664033,>>,524114,449978,299391,318206,267264,275938,265826,275840,224240,278127,461036,284275,234936,319530,390656,316518,272841,281736,296967,305696,302577,278814,1664033,1616623,1368269,491364,<<,5.63163208E8;3.23124542E8;5.64165466E8;5.17155823E8;3.82114075E8;3.69130341E8;3.24128204E8;3.36108276E8;5.65167908E8;5.18159424E8;,999.0;778.62;258.65;253.76;218.78;160.06;122.58;115.16;69.74;65.57;
329,6904,1,2,6909,2691,14894226,14888839,261133911,0.999425,FALSE,1,Qe05961,1280762,>>,661653,617732,689470,869629,450067,574190,612220,565267,430333,541444,653999,737773,485225,866732,1280762,644796,741679,810013,579863,663844,754265,569701,162494,507587,373108,642333,<<,2.61133911E8;2.62137421E8;,999.0;125.18;
331,6915,1,10,6923,2694,14911611,14904407,431191956,0.982179,FALSE,1,Qe05956,1.07E+07,>>,7605683,7271625,8009189,7354978,1.04E+07,9034033,1.02E+07,6863206,9400486,1.07E+07,7245244,7779475,6685170,7691275,6412270,8299222,5493606,6193270,1.04E+07,9634513,6818912,1.00E+07,1477919,1390290,1696866,7856046,<<,4.31191956E8;2.75113312E8;4.32195313E8;2.76116669E8;4.48182068E8;6.61307068E8;4.99179596E8;4.75217926E8;3.85186584E8;4.49185242E8;,999.0;357.21;224.18;46.72;36.0;28.33;18.46;15.16;9.72;8.03;
332,6942,1,3,6933,2697,14932972,14925691,461166473,0.993482,FALSE,1,Qe05971,796032,>>,154941,145106,27351.58,26290.43,67978,23356.24,70831,22823.14,59645,27436.5,150586,61573,23830.61,70680,25005.72,55362,25051.95,26625.94,54268,24525.16,24455.01,23431.02,510712,796032,652767,166591,<<,4.61166473E8;3.09097534E8;4.6216983E8;,999.0;230.38;222.26;
333,6944,1,2,6947,2703,14962582,14984529,706170105,0.991624,FALSE,1,Qe05951,90553,>>,23524.36,27175.41,25582.29,24669.04,90553,23193.66,26547.49,27029.31,84690,24773.19,26552.98,25447.8,24135.8,22565.1,27035.65,25530.09,22527.8,22849.18,87642,25588.09,23861.12,66268,23225.02,24962.4,23644.68,24233.52,<<,7.06170105E8;4.87292389E8;,999.0;488.6;
334,6959,1,5,6959,2711,15014263,14946402,687286316,0.999955,FALSE,1,Qe05969,421157,>>,215980,219809,130557,138078,338306,245206,308233,98811,341827,375627,194124,201790,105975,167632,23829.2,228287,95041,138564,388541,332603,24786.62,421157,25602.12,27264.13,25814.19,230205,<<,6.87286316E8;7.23285217E8;4.25069366E8;6.88289856E8;7.24289001E8;,999.0;427.4;404.91;293.49;205.02;
336,6983,1,5,6997,2729,15104624,15083481,308076508,0.971272,FALSE,1,Qe05972,410005,>>,120305,109839,67775,71346,27105.43,51666,71096,54060,24386.73,23748.28,117675,82585,22750.91,72626,88557,75027,61275,78750,24995.97,27076.44,80140,26781.69,380817,330573,410005,111757,<<,3.08076508E8;2.61133698E8;5.15118652E8;4.93134766E8;3.85113403E8;,999.0;496.78;264.68;135.93;102.53;
337,6990,1,5,6981,2724,15080828,15072934,433207367,0.998731,FALSE,1,Qe05969,1856539,>>,1065899,1076339,774057,785292,1471707,1389888,1185126,845933,1552231,1715792,1047636,903776,832150,845322,780301,1162941,703843,679312,1811650,1677811,783081,1856539,255468,412320,487748,1085804,<<,4.33207367E8;4.24071228E8;4.3421051E8;7.25302063E8;7.26306458E8;,999.0;277.88;221.57;159.34;64.16;
340,7038,1,19,7037,2744,15174222,15165310,337092590,0.999955,FALSE,1,Qe05953,1.41E+08,>>,1.15E+08,1.08E+08,1.20E+08,1.12E+08,1.30E+08,1.16E+08,1.41E+08,1.11E+08,1.05E+08,1.27E+08,1.04E+08,1.18E+08,1.13E+08,1.13E+08,1.13E+08,1.15E+08,9.50E+07,1.10E+08,1.14E+08,1.13E+08,1.14E+08,1.18E+08,6.73E+07,6.21E+07,7.06E+07,1.09E+08,<<,3.3709259E8;3.38095703E8;6.75192261E8;6.76195557E8;3.39097504E8;1.91055756E8;4.33080017E8;5.06142395E8;6.77198303E8;4.0507959E8;5.06643738E8;1.6304039E8;3.83098511E8;4.34083344E8;1.92059219E8;5.0714386E8;4.06083862E8;8.44741516E8;6.98176086E8;,999.0;177.63;89.32;31.6;29.31;21.94;9.83;9.34;8.92;5.76;4.88;3.11;2.07;1.96;1.86;1.74;0.94;0.84;0.77;
343,7090,1,6,7090,2756,15228836,15222323,275113251,0.999955,FALSE,1,Qe05971,1.04E+07,>>,6346257,6335271,4402370,4871881,8021158,7637899,5336994,4759857,8250444,9137061,6215143,4405669,4604412,4014918,4559663,5320726,3961213,3516608,7466974,6597897,4357759,8525683,4783758,1.04E+07,9788689,6303452,<<,2.75113251E8;2.76116394E8;6.1321283E8;1.73045029E8;6.14216675E8;5.51234985E8;,999.0;133.61;116.13;62.82;39.66;10.31;
346,7120,1,4,7120,2771,15301965,15306748,291087067,0.999955,FALSE,1,Qe05953,500075,>>,407161,358785,413505,398251,414354,390568,500075,412994,358043,438276,380698,428011,426967,424188,423226,410637,358191,399132,386658,393629,414357,408988,242842,203269,228763,366051,<<,2.91087067E8;2.21045273E8;2.92090729E8;4.45135101E8;,999.0;463.95;160.07;99.25;
347,7129,1,9,7123,2772,15307174,15294940,241119141,0.986947,FALSE,1,Qe05966,1.42E+07,>>,4599461,4957112,1276165,414926,1.19E+07,5850237,4608847,897014,1.27E+07,7722633,4545488,2478492,875019,1204422,336868,6917050,692405,1112309,1.42E+07,6641040,597282,7839755,1300217,2900987,2702438,4310681,<<,2.41119141E8;2.42122803E8;4.83245209E8;3.09106598E8;1.97129242E8;4.75280731E8;3.04114868E8;5.95130066E8;2.87124847E8;,999.0;118.44;27.84;18.72;9.2;8.97;8.74;7.69;6.55;
349,7154,1,10,7157,2786,15382951,15375249,427181641,0.999883,FALSE,1,Qe05958,5071620,>>,4310025,4070364,4516512,4460058,4470889,4212792,5033833,4005616,3912035,4591348,3797336,5071620,3869758,4695562,5034840,4913573,3865390,4661740,4916362,4922285,4799791,4630660,589812,595243,487211,4459309,<<,4.27181641E8;4.28185089E8;3.81175201E8;6.73176514E8;4.17153015E8;4.29186981E8;7.19275635E8;3.82178619E8;4.71171631E8;4.19150146E8;,999.0;194.55;104.2;80.84;45.17;40.61;29.24;21.95;18.89;17.59;
350,7169,1,6,7169,2789,15398945,15376291,515118774,0.999955,FALSE,1,Qe05971,792287,>>,122385,105134,23925.17,24394.42,25624.69,23461.62,24731.7,25879.17,22614.06,25400.09,83469,26337.7,24535.28,22521.18,24724.26,24240.01,24245.63,25955.55,24051.66,23040.77,24450.6,25042.37,511175,792287,567334,114503,<<,5.15118774E8;5.16122498E8;3.72075653E8;3.70113495E8;5.3315509E8;1.90050766E8;,999.0;278.84;226.97;185.4;118.39;96.97;
352,7190,1,4,7189,2798,15441938,15429564,158082031,0.988505,FALSE,1,Qe05966,1256881,>>,479907,521503,277042,162071,1032087,663845,448384,189319,1121746,879274,475431,365631,160945,262694,156198,674901,154530,220664,1256881,791299,153742,919027,154874,244926,175449,471369,<<,1.58082031E8;3.64187317E8;3.52581085E8;1.59085281E8;,999.0;132.08;102.74;87.13;
353,7202,1,7,7184,2797,15436543,15424945,335077087,0.951444,FALSE,1,Qe05961,1.65E+07,>>,1.25E+07,1.19E+07,1.17E+07,1.43E+07,1.06E+07,1.24E+07,1.06E+07,1.34E+07,8535744,1.05E+07,1.16E+07,1.23E+07,1.08E+07,1.25E+07,1.65E+07,1.30E+07,1.42E+07,1.41E+07,1.33E+07,1.31E+07,1.52E+07,1.15E+07,5292258,3176484,5067141,1.16E+07,<<,3.35077087E8;3.98072449E8;3.71053497E8;3.73050659E8;3.99074677E8;3.72056335E8;4.19109222E8;,999.0;72.72;62.03;18.92;12.34;9.91;7.9;
354,7206,1,5,7205,2803,15469272,15453223,588167786,0.975035,FALSE,1,Qe05972,157154,>>,81961,84829,62990,25558.85,58317,25424.99,61715,23105.77,23540.18,27374.65,65879,26177.94,23092.18,23775.14,24086.95,24847.4,24735.66,53358,26349.6,22943.59,25300.37,24072.27,125989,151211,157154,25927.22,<<,5.01151215E8;6.04166687E8;1.32029907E8;5.88167786E8;6.05170044E8;,999.0;752.04;637.85;574.85;209.36;
355,7215,1,6,7218,2811,15516143,15498500,131071136,0.97918,FALSE,1,Qe05955,9874409,>>,3219891,3064550,1821467,1398026,7492935,7649773,3090478,2220975,9874409,9336889,3142707,3306474,2194055,1928662,1348155,4315944,1953188,1551728,6840922,2450198,1370982,2627803,626599,888552,441500,2970580,<<,1.31071136E8;1.32074478E8;7.06169922E8;1.99058502E8;7.07175171E8;7.27148865E8;,999.0;64.87;54.55;22.54;13.46;9.66;
356,7232,0.997018,4,7226,2813,15527597,15509471,251075333,0.967075,FALSE,1,Qe05972,3252761,>>,1153993,1168312,769089,800961,785898,735807,795822,662787,687258,799133,1058599,618289,584127,624599,719670,730289,568212,843231,635730,667381,657484,732588,3011615,3044308,3252761,1037019,<<,2.51075333E8;2.07029678E8;5.17156616E8;4.80151001E8;,999.0;63.27;22.27;15.75;
357,7244,1,2,7244,2826,15609672,15598480,172097763,0.999955,FALSE,1,Qe05951,2185664,>>,1503429,1444531,1932460,1181435,2185664,1099362,2035736,1195991,857919,948118,1358474,2158298,1123053,1883283,1228948,1803612,878726,1842159,942162,805015,1179413,758762,1812708,1045595,1177208,1384949,<<,1.72097763E8;1.73100998E8;,999.0;85.54;
359,7252,1,3,7250,2829,15628555,15618156,246098145,0.987078,FALSE,1,Qe05966,1258357,>>,448859,506017,243093,107033,837071,513459,361364,119119,1053187,824430,479312,307932,101734,253230,103588,546796,99351,200063,1258357,829878,121741,999503,26064.25,23112.98,25263.51,441066,<<,2.46098145E8;2.47101791E8;2.2808783E8;,999.0;121.09;81.56;
360,7268,1,2,7265,2840,15697499,15670924,381108612,0.993024,FALSE,1,Qe05972,471454,>>,58510,50643,22575.87,25820.65,25531.84,22805.83,24543.5,24224.53,25629.11,23303.64,24896.44,24215.05,27449.28,26800.01,26607.47,27434.13,25613.55,23946.76,26495.87,26979.49,23290.88,23636.28,184875,343106,471454,24776.87,<<,3.81108612E8;3.23096161E8;,999.0;217.35;
361,7273,1,2,7273,2846,15736814,15745313,895323730,0.999955,FALSE,1,Qe05953,232711,>>,139920,130920,188975,127766,170413,146814,232711,133843,126362,171915,118766,162151,126935,151606,133489,150095,88488,179176,151289,131624,138353,122850,25323.26,26674.27,23857.54,146392,<<,8.9532373E8;8.96327026E8;,999.0;524.17;
362,7276,1,2,7276,2847,15743337,15676276,316166382,0.999955,FALSE,1,Qe05966,438126,>>,162826,166361,23865.44,25193.12,260192,222781,65833,27195.81,344084,324922,148978,26276.79,22648.09,25371.84,24898.8,181086,22729.07,23780.1,438126,342666,22734.41,388074,26228.32,99934,165747,158796,<<,3.16166382E8;3.17169983E8;,999.0;183.29;
363,7297,1,7,7296,2856,15805543,15800181,367103088,0.999955,FALSE,1,Qe05971,5783122,>>,2511283,2386744,1961804,2020561,1566388,2181602,1503316,1934096,1744653,1975039,2582922,1913897,1643463,1555990,1916490,1667016,1893354,1574997,1827712,2317271,1992922,2387329,4529060,5783122,4779192,2450640,<<,3.67103088E8;3.68106506E8;3.85113861E8;1.07049995E8;5.35135559E8;7.37323242E8;4.3014328E8;,999.0;186.86;69.2;18.64;9.01;8.12;3.56;
364,7313,1,4,7303,2859,15824912,15823041,545296509,0.993389,FALSE,1,Qe05953,484319,>>,375868,359612,402524,336975,435964,394882,484319,379372,395829,427349,305234,367824,324665,389073,392724,374368,252888,340432,427871,333820,366742,374230,23251.59,24977.12,22838.71,376183,<<,5.45296509E8;5.46299927E8;5.61254395E8;5.7527063E8;,999.0;311.72;241.3;228.58;
366,7341,1,2,7346,2878,15962037,15954080,358198151,0.991344,FALSE,1,Qe05966,184746,>>,76294,74730,22500.58,27250.57,131681,108798,23234.33,24314.01,155023,128103,63383,24715.33,23401.89,22580.35,27381.54,83080,25690.89,25481.49,184746,144420,24508.65,173943,24526.62,92949,96463,66726,<<,3.50150757E8;3.58198151E8;,999.0;889.08;
367,7347,1,2,7347,2879,15969110,15961611,208934479,0.999955,FALSE,1,Qe05954,159568,>>,95773,25665.52,27434.55,134281,114122,129384,125329,159568,107160,102094,115783,124998,149922,130621,128163,111069,149728,130301,74390,23917.91,124617,85162,89277,63919,60550,22534.4,<<,2.08934479E8;1.72957733E8;,999.0;509.39;
368,7362,1,6,7377,2890,16037497,16018539,483113647,0.972029,FALSE,1,Qe05970,357588,>>,88927,85034,27273.65,23155.56,26105.39,22828.32,53185,26162.94,26131.81,69452,90604,64430,22611.31,56483,26712.08,23851.35,24137.88,22675.44,26598.86,77248,22748.56,58796,357588,115357,233008,97573,<<,4.83113647E8;5.47144348E8;4.74101837E8;5.48147766E8;1.61081772E8;6.15191956E8;,999.0;564.42;317.19;156.3;140.15;92.17;
369,7383,1,4,7375,2890,16037497,16034730,394059814,0.977522,FALSE,1,Qe05969,1926038,>>,831932,832889,341829,322455,999233,1101978,343205,379092,1254655,1369794,806326,468059,346859,380007,351860,898984,382215,435103,1759874,1723668,347763,1926038,131907,65781,23660.77,750013,<<,3.94059814E8;3.95062897E8;3.960578E8;4.90048218E8;,999.0;199.7;50.04;44.22;
371,7397,1,2,7397,2898,16077364,16084920,430098419,0.999955,FALSE,1,Qe05948,927776,>>,829413,927776,889106,868687,809060,827587,809848,882085,805070,743639,828805,818629,862059,817913,788096,755824,829402,803679,749738,737742,826519,743362,837441,839914,825547,871198,<<,4.30098419E8;4.31100464E8;,999.0;162.17;
372,7422,1,3,7417,2904,16108311,16104531,575269836,0.999766,FALSE,1,Qe05956,3501520,>>,2185737,1287869,2237680,2554856,2279465,2669013,3125514,2360694,3047954,3501520,1509579,1807482,2356673,1902656,2453663,1773129,1345560,2258121,2427819,1629163,2127460,1998546,56950,184828,122837,2050844,<<,5.75269836E8;5.76273865E8;5.77276489E8;,999.0;299.0;74.86;
373,7430,0.997038,2,7429,2908,16126179,16261248,504158813,0.979503,FALSE,1,Qe05970,266782,>>,55999,23244.01,54499,24648.43,53639,26096.93,23267.6,59643,22719.5,27008.81,23334.44,23585.41,26001.34,57946,23633.34,27332.61,54221,52816,59126,57539,23535.28,55720,266782,128996,25046.76,58108,<<,5.04158813E8;7.63210449E8;,999.0;454.79;
376,7507,1,3,7507,2939,16259432,16280405,463090881,0.999955,FALSE,1,Qe05950,2492857,>>,1919321,2375940,2433472,2492857,2439641,2420162,2317903,2391315,2329151,2205197,2363390,2192291,2245044,2155987,2097076,2008279,2174023,2043750,1972629,1937359,1941166,2024935,2313892,2308754,2254562,2067694,<<,4.63090881E8;4.64094177E8;4.14112E8;,999.0;218.38;59.13;
377,7509,1,13,7498,2937,16248407,16241813,735213013,0.993887,FALSE,1,Qe05972,3.10E+08,>>,1.73E+08,1.64E+08,1.21E+08,1.24E+08,1.19E+08,1.13E+08,1.22E+08,1.13E+08,1.00E+08,1.13E+08,1.54E+08,1.36E+08,1.05E+08,1.26E+08,1.31E+08,1.27E+08,1.09E+08,1.24E+08,1.33E+08,1.21E+08,1.32E+08,1.17E+08,3.02E+08,2.99E+08,3.10E+08,1.65E+08,<<,7.35213013E8;7.36216553E8;3.68105896E8;7.37218811E8;1.91055649E8;7.38221252E8;1.92059067E8;1.26043312E8;9.02244995E8;7.52215027E8;1.26114433E8;7.53222656E8;1.83931168E8;,999.0;379.9;350.07;106.24;29.02;20.54;2.3;1.41;0.73;0.71;0.4;0.22;0.22;
380,7560,1,8,7577,2964,16372627,16370783,543280579,0.987282,FALSE,1,Qe05949,378067,>>,276384,328974,378067,261946,312377,275136,347697,275584,285328,312901,228855,323649,248669,323588,310307,311746,243566,314270,345971,357406,291747,280736,94285,93226,66658,304856,<<,5.43280579E8;5.41229553E8;5.49246704E8;6.27262756E8;5.73252319E8;3.07140076E8;6.75322998E8;5.42233093E8;,999.0;746.92;485.67;317.39;281.42;234.87;231.34;208.71;
381,7576,1,16,7579,2965,16377163,16369297,303134827,0.999632,FALSE,1,Qe05971,1592077,>>,531956,450844,225472,340244,276787,313839,178892,322216,266186,309505,501091,147287,226023,184328,310763,241327,283127,193669,304422,328760,286690,352981,1416881,1592077,1180130,458605,<<,3.03134827E8;4.35090332E8;5.33129578E8;7.65223328E8;7.1918335E8;4.64095459E8;6.89209045E8;3.0413913E8;4.36094513E8;7.20186584E8;7.6622699E8;4.39122162E8;6.74182007E8;4.55074554E8;4.83071747E8;4.51065338E8;,999.0;682.25;586.39;258.89;184.04;181.85;178.73;163.76;136.98;100.17;99.8;92.99;92.98;89.9;79.8;77.75;
