clusterId1,centrotype,cent.factor,nr of peaks in cluster,chosen peak#,Scan Nr,retention,retentionMean,Mass(uD),membership1,simIsShared,sim ranking of peak,max sample name,max value,QUANT_START,Qe05965,Qe05948,Qe05949,Qe05950,Qe05951,Qe05952,Qe05953,Qe05954,Qe05955,Qe05956,Qe05957,Qe05958,Qe05959,Qe05960,Qe05961,Qe05962,Qe05963,Qe05964,Qe05966,Qe05967,Qe05968,Qe05969,Qe05970,Qe05971,Qe05972,Qe05973,QUANT_END,mass list,(relative)intensity list
685,11731,1,2,11731,4316,23721228,23716663,407170624,0.999955,FALSE,1,Qe05966,247753,>>,69807,79620,27073.26,23057.49,174949,27055.36,145874,24415.9,150726,66883,58077,122184,24671.27,61570,24221.86,141488,24401.63,25766.73,247753,69922,27379.59,60388,26159.76,23728.11,22845.53,74497,<<,4.07170624E8;4.26221497E8;,999.0;593.09;
686,11735,1,3,11735,4319,23737106,23743547,380110870,0.999955,FALSE,1,Qe05953,212249,>>,142268,132953,179656,178122,168286,156467,212249,166887,120887,152296,125871,140826,157592,125722,139273,114163,107500,131352,84238,92940,128177,140684,68850,83724,121214,135861,<<,3.8011087E8;7.62232483E8;3.80612762E8;,999.0;450.66;384.28;
688,11764,1,7,11762,4325,23766188,23768523,609290955,0.999933,FALSE,1,Qe05966,1.22E+07,>>,5383359,5376073,3439868,3264900,5071735,4578631,3652130,3579059,5158590,4819047,4925258,6324482,2931014,6364943,7303187,9451250,4903018,6119153,1.22E+07,1.09E+07,6441895,4132126,24302.61,26675.48,23056.04,5214186,<<,6.09290955E8;6.10294189E8;4.25127197E8;5.65299988E8;4.26130524E8;6.77278503E8;5.66302612E8;,999.0;342.94;150.22;41.19;34.5;23.61;12.89;
689,11780,1,44,11781,4327,23776285,23773669,437144806,0.999554,FALSE,1,Qe05972,4.63E+07,>>,1.79E+07,1.61E+07,1.10E+07,1.12E+07,1.12E+07,1.12E+07,1.18E+07,1.12E+07,9476948,1.19E+07,1.58E+07,9602568,1.03E+07,9257523,1.14E+07,1.03E+07,8671997,9254879,1.06E+07,1.16E+07,1.11E+07,1.32E+07,4.38E+07,4.60E+07,4.63E+07,1.65E+07,<<,4.37144806E8;4.83151154E8;4.38148224E8;4.84154572E8;2.75112915E8;4.73121399E8;8.75296875E8;4.39150391E8;5.00140503E8;5.05132446E8;8.76299988E8;4.75119171E8;4.26105286E8;4.85157227E8;4.74125122E8;5.33132324E8;5.01143677E8;5.37068604E8;5.06134949E8;4.97177429E8;8.77302734E8;4.26607635E8;2.76116241E8;6.56220886E8;9.25278992E8;1.01060837E8;4.89129364E8;5.17133301E8;6.56722473E8;8.97279297E8;5.34134094E8;4.76122772E8;5.2110553E8;6.4518042E8;8.53218262E8;4.95103699E8;8.98283386E8;5.38071838E8;1.73045044E8;6.57222656E8;8.78306946E8;4.59125153E8;6.45681885E8;4.62134796E8;,999.0;251.4;231.61;61.47;50.88;49.47;48.32;44.53;35.21;29.8;22.24;15.92;14.12;12.49;11.59;11.4;7.55;7.46;7.33;7.09;6.91;6.63;6.62;5.21;4.97;4.15;3.98;3.93;3.86;3.79;3.65;3.61;3.24;2.37;2.25;2.22;2.11;2.1;1.89;1.88;1.86;1.8;1.76;1.71;
692,11834,1,3,11841,4346,23880207,23859537,466171326,0.986123,FALSE,1,Qe05966,2436636,>>,1106299,1065313,643655,283880,1837865,853687,1202246,386678,1750825,1323089,956095,1072163,319156,605160,308389,1552465,278753,619007,2436636,1364407,371931,1448438,1976419,276679,246321,1025826,<<,4.66171326E8;4.67175415E8;4.68177399E8;,999.0;237.85;51.66;
694,11848,1,2,11848,4351,23908710,23908476,719327515,0.999955,FALSE,1,Qe05967,546365,>>,436209,415026,441462,455089,394166,437256,412821,430290,370814,430282,359123,483613,344498,452209,498868,490472,396157,480512,517247,546365,513804,490847,23385.94,23818.37,25878.95,398430,<<,7.19327515E8;7.20330872E8;,999.0;568.9;
697,11877,0.997468,7,11877,4364,23976101,23982980,513139282,0.994898,FALSE,1,Qe05970,9116874,>>,2965521,2696481,1891043,2047155,1752370,1779088,2006252,1819899,1412280,1929722,2848255,1855056,1657033,1590392,1775072,1635435,1592471,1646814,1730779,1782403,1845898,2291585,9116874,7889565,8683715,2934197,<<,5.13139282E8;5.14143005E8;5.73160339E8;5.15148804E8;5.74164978E8;8.53245605E8;4.770961E8;,999.0;287.29;72.17;55.08;21.87;15.94;8.23;
698,11890,1,17,11887,4365,23980732,23974419,609290894,0.992422,FALSE,1,Qe05966,9.84E+07,>>,4.82E+07,4.79E+07,4.04E+07,3.61E+07,5.56E+07,4.83E+07,4.11E+07,3.99E+07,5.39E+07,5.69E+07,4.42E+07,6.42E+07,3.21E+07,6.48E+07,6.23E+07,7.87E+07,4.42E+07,5.59E+07,9.84E+07,8.26E+07,5.91E+07,4.52E+07,1753280,685734,963638,5.03E+07,<<,6.09290894E8;6.10294006E8;6.11296509E8;5.65299927E8;1.220591919E9;1.219589111E9;5.66302795E8;1.221596436E9;7.09217285E8;1.241569702E9;5.67305054E8;1.222595703E9;1.242574829E9;7.27354248E8;3.01180847E8;7.10222656E8;1.243578979E9;,999.0;342.65;81.76;39.13;25.57;24.72;13.01;10.49;3.37;3.09;3.0;2.33;2.17;2.04;2.03;1.44;0.78;
700,11920,1,4,11920,4375,24021824,24018482,975412170,0.999955,FALSE,1,Qe05965,5262943,>>,5262943,4858125,1715212,25257.15,2495381,2239117,2105678,1800628,2249223,2753693,4908123,3596671,1463783,3040641,3263117,4213990,2206604,3045709,4869450,4649925,3008853,2221551,463173,195527,273796,5026936,<<,9.7541217E8;9.76415161E8;9.77418274E8;9.78419373E8;,999.0;565.87;198.08;36.8;
702,11935,1,3,11957,4385,24066378,24058901,731292480,0.989355,FALSE,1,Qe05968,1029271,>>,26661.92,23344.17,833275,820592,751900,799212,832828,777916,690779,736706,26489.11,852366,680250,751898,967348,899667,837338,870267,781763,863892,1029271,906458,26067.39,23708.35,27225.2,23313.4,<<,7.3129248E8;7.32295959E8;6.89315002E8;,999.0;416.8;109.67;
704,11984,1,83,11981,4387,24075268,24068836,365113617,0.999955,FALSE,1,Qe05972,3.09E+08,>>,1.51E+08,1.38E+08,4.78E+07,5.20E+07,5.12E+07,5.08E+07,5.45E+07,4.96E+07,4.29E+07,5.10E+07,1.39E+08,6.30E+07,5.10E+07,5.65E+07,6.25E+07,6.48E+07,5.39E+07,6.32E+07,6.25E+07,6.77E+07,6.17E+07,6.00E+07,3.09E+08,2.99E+08,3.09E+08,1.47E+08,<<,3.65113617E8;7.31234619E8;3.66116669E8;7.32238037E8;4.1111911E8;1.097355957E9;7.33240601E8;3.261026E8;1.098357666E9;4.12122375E8;3.67119446E8;6.92223694E8;1.099359009E9;9.14795532E8;6.93226685E8;9.14295288E8;7.34243652E8;7.47228638E8;3.81108429E8;1.35045151E8;9.15299072E8;1.097856201E9;4.13124786E8;1.280916016E9;1.058346069E9;5.48174744E8;1.281418091E9;2.29061203E8;8.01250732E8;7.48232056E8;8.75359802E8;1.100365723E9;1.059346802E9;1.280415405E9;5.48674988E8;1.42065826E8;6.94229553E8;7.45213379E8;1.098859497E9;5.09238861E8;1.61024445E8;8.76363525E8;3.82111511E8;8.02252991E8;5.49177673E8;7.53216309E8;7.4621637E8;1.114356323E9;7.42728088E8;1.282419434E9;7.49233154E8;8.94792236E8;5.59167175E8;8.95255554E8;4.27117096E8;1.33029037E8;1.078356567E9;5.10242828E8;9.25789429E8;5.59667114E8;8.83253845E8;1.261407959E9;7.63225525E8;7.43225159E8;9.26282898E8;4.63081268E8;7.5421991E8;1.25360168E8;6.95233643E8;2.30064301E8;1.86055649E8;8.95791809E8;1.115357178E9;2.03082413E8;4.5514505E8;7.43723206E8;8.31159241E8;1.109849609E9;4.5412381E8;7.69198303E8;5.67152161E8;5.57140747E8;1.111336792E9;,999.0;455.78;222.64;205.63;159.13;59.45;53.4;41.78;41.32;38.26;32.85;30.45;14.55;13.5;13.02;11.62;10.4;9.79;9.14;8.26;8.21;7.66;6.26;6.1;5.51;5.01;4.58;4.55;4.39;4.22;4.19;3.88;3.67;3.63;3.48;3.44;3.32;2.95;2.81;2.81;2.61;2.35;2.03;1.96;1.51;1.38;1.2;1.19;1.13;1.12;1.1;1.08;1.08;1.07;0.95;0.95;0.85;0.79;0.78;0.78;0.77;0.76;0.75;0.74;0.71;0.7;0.64;0.61;0.6;0.59;0.52;0.52;0.49;0.42;0.4;0.4;0.31;0.3;0.25;0.22;0.2;0.2;0.16;
705,12056,1,5,12056,4395,24112457,24097600,659306274,0.999955,FALSE,1,Qe05953,1275417,>>,777943,742196,1009383,861969,1195332,1032374,1275417,1005142,1027905,1177721,669881,1073466,932321,1046753,1055441,1066520,741257,915465,1092760,1070699,995133,1036902,23838.7,24902.33,27418.79,791603,<<,6.59306274E8;6.60309753E8;5.95274902E8;7.81299988E8;6.61312439E8;,999.0;402.54;326.8;108.02;69.84;
712,12130,1,8,12130,4417,24217794,23974450,401090088,0.999955,FALSE,1,Qe05970,2850738,>>,24963.11,23560.55,25338.14,25027.95,23603.05,24692.87,26808.17,25952.99,23105.37,22853.38,25738.72,24331.99,23779.41,26154.33,27276.29,24241.76,22590.31,26552.92,23980.17,25641.88,25674.01,24556.6,2850738,2847473,2714421,24355.8,<<,4.01090088E8;5.1713446E8;3.95124023E8;3.35170868E8;4.31084229E8;3.96126923E8;4.43110565E8;4.38148102E8;,999.0;299.61;121.8;47.47;32.27;23.87;15.56;15.18;
713,12136,1,5,12141,4423,24252064,24261089,689317383,0.960162,FALSE,1,Qe05961,993822,>>,833236,734022,778203,810341,727713,697591,760352,698170,625387,687395,643759,877005,630260,953551,993822,190083,700518,826507,881739,876370,879542,764150,23833.2,26671.83,25578.57,805222,<<,6.89317383E8;6.9032074E8;7.79349243E8;7.05312073E8;3.80111603E8;,999.0;409.59;80.68;52.74;31.19;
715,12158,1,5,12153,4431,24300339,24302448,727354126,0.985717,FALSE,1,Qe05966,1985743,>>,1012056,880090,693047,432688,1028463,569156,1111841,484729,942931,25848.36,822933,1538727,429039,1349129,843066,1500261,525921,1234848,1985743,1279516,799936,663598,22851.42,23075.79,25796.11,905911,<<,7.27354126E8;7.28357422E8;7.73359436E8;7.29360352E8;7.74362854E8;,999.0;400.58;164.07;117.99;70.16;
719,12189,1,7,12186,4453,24448078,24893678,544153564,0.999603,FALSE,1,Qe05970,3082533,>>,26568.98,25711.4,25496.82,25289.52,26039.24,23112.94,27331.28,27357.68,23892.22,24263.18,26295.03,27415.9,23676.92,26401.59,295889,24812.39,207624,256716,240442,237688,270798,26390.33,3082533,2959872,2990705,23522.01,<<,5.44153564E8;5.45156555E8;1.45086761E8;6.11137512E8;6.0614624E8;5.59144531E8;6.12141113E8;,999.0;221.51;72.95;65.3;39.95;27.4;21.13;
720,12197,1,5,12193,4455,24460432,24459373,201113022,0.971482,FALSE,1,Qe05953,3865727,>>,2743851,2448814,2820792,2086594,3758416,3103259,3865727,2439903,3645479,3615495,2559474,3141805,1963377,2808536,2392469,3271539,1758216,2416779,3395300,2405696,2047677,2943861,548051,318432,315142,2518717,<<,2.01113022E8;2.02116409E8;2.23094879E8;4.83200104E8;6.9032074E8;,999.0;106.96;35.16;24.13;5.71;
723,12227,1,5,12224,4471,24551813,24417957,437144928,0.993188,FALSE,1,Qe05971,292943,>>,70050,66871,22897.28,53395,24132.1,60686,22599.74,23931.17,25319.38,25200.57,60489,26278.14,55624,26659.55,22969.42,23497.37,25124.31,25809.76,26854.48,26475.01,23797.82,62039,172129,292943,268555,70764,<<,4.37144928E8;5.33085388E8;5.60104248E8;5.99107239E8;4.3361557E8;,999.0;918.14;463.5;427.7;66.47;
725,12265,1,34,12253,4478,24587753,24604826,543280457,0.997929,FALSE,1,Qe05966,6.42E+07,>>,2.13E+07,2.38E+07,7807314,4659429,3.17E+07,3.13E+07,1.53E+07,5207188,4.50E+07,4.82E+07,2.01E+07,1.05E+07,7657945,9263627,238318,2.47E+07,4657675,4788537,6.42E+07,5.14E+07,7603438,4.93E+07,572006,23075.66,24674.37,2.34E+07,<<,5.43280457E8;5.44283813E8;5.45286316E8;5.33251953E8;5.60270325E8;1.041562012E9;6.11267395E8;5.35249634E8;5.34255493E8;5.61273926E8;1.04256604E9;5.87307678E8;6.12270447E8;1.031534546E9;6.4932312E8;1.04356958E9;1.032538086E9;5.36252808E8;6.15210571E8;1.033534668E9;6.27242554E8;5.8130719E8;3.352211E8;5.88311462E8;5.62276978E8;9.95559082E8;5.08232849E8;5.82291138E8;6.29251282E8;6.50327698E8;5.85291077E8;4.97274689E8;1.034534668E9;5.86288635E8;,999.0;299.12;65.62;44.69;39.61;23.4;21.21;15.34;12.89;11.64;9.91;8.2;6.83;6.16;5.35;5.1;4.63;4.25;3.65;3.37;3.15;2.81;2.8;2.7;2.61;2.44;2.34;2.34;2.16;2.01;1.9;1.87;1.67;1.23;
728,12291,1,3,12290,4489,24646696,24631363,380110870,0.999955,FALSE,1,Qe05953,2255540,>>,1246357,1183275,1674287,1531124,1509161,1415269,2255540,1552818,823920,1074658,1035934,1390984,1532416,1158853,1184391,983261,962822,1168091,637319,682130,1185753,862510,325300,287320,484536,1213398,<<,3.8011087E8;3.80612579E8;3.81113617E8;,999.0;395.48;109.11;
730,12307,1,5,12317,4505,24747641,24747261,693348694,0.961291,FALSE,1,Qe05966,290730,>>,229907,217841,222690,200797,250021,220957,271571,218996,225718,240861,186155,234295,202499,251195,237878,231537,174985,214021,290730,251070,226508,238111,22547.15,25955.37,26254.62,212074,<<,6.93348694E8;7.17348694E8;7.63354004E8;6.94352173E8;4.67264679E8;,999.0;885.76;736.12;441.79;352.47;
731,12316,1,8,12316,4505,24747641,24690371,529134766,0.999955,FALSE,1,Qe05970,2020319,>>,587748,559905,274988,230531,160925,250006,248038,274412,184575,216626,604648,254826,209220,220381,217035,24118.01,204542,223266,221712,250002,247463,236902,2020319,1664914,1805391,542571,<<,5.29134766E8;6.79156799E8;7.40227783E8;1.61024094E8;7.1312738E8;3.72065277E8;5.31141357E8;5.16122009E8;,999.0;93.4;74.74;71.06;70.25;65.27;60.72;38.39;
733,12329,1,3,12333,4522,24879095,24869592,365196716,0.998347,FALSE,1,Qe05951,382865,>>,144149,178862,115296,25174.29,382865,174952,166699,25952.83,348253,218666,170039,123575,62773,81196,54128,203394,24624.71,27029.92,282207,134531,27386.41,179639,25584.79,22574.1,22823.58,172133,<<,3.65196716E8;3.19191132E8;3.66200043E8;,999.0;475.53;215.77;
735,12336,1,2,12336,4523,24886133,24904754,519186707,0.999955,FALSE,1,Qe05970,264905,>>,234606,226882,25494.62,192010,166141,175696,218067,206177,130847,187314,207621,245805,172612,255445,261395,247351,184573,256739,235724,247208,247449,142360,264905,107927,132143,209449,<<,5.19186707E8;5.20190247E8;,999.0;314.02;
737,12356,1,7,12356,4535,24965500,24962648,713280762,0.999955,FALSE,1,Qe05961,1549665,>>,1094360,913255,841590,739248,704676,702555,834556,788324,704186,751210,800037,1272628,667797,1175168,1549665,1435619,1111008,1303781,1398821,1307259,1431170,932356,25075.5,23275.74,25317.58,963442,<<,7.13280762E8;7.59286194E8;7.14284119E8;7.60289673E8;7.1528717E8;7.61292847E8;6.53259705E8;,999.0;626.01;412.89;267.71;117.22;80.22;71.52;
738,12371,1,2,12372,4538,24982239,24976773,462249603,0.996239,FALSE,1,Qe05953,313190,>>,109502,107164,138081,25093.9,275718,103352,313190,22594.83,207309,92513,93714,148169,23863.6,117514,26583.96,175936,26446.49,62420,134306,25025.85,26009.37,66096,25374.95,25741.16,23238.28,116894,<<,4.62249603E8;4.16243652E8;,999.0;534.2;
740,12410,1,5,12410,4551,25046118,25051570,405191315,0.999955,FALSE,1,Qe05966,2242754,>>,625948,775275,399714,69360,1322472,379813,948621,108969,1268482,615512,642378,987378,93573,637923,105201,1454671,95397,470889,2242754,748134,145113,654972,26546.9,23654.36,26658.69,617132,<<,4.05191315E8;6.67274475E8;4.06194763E8;3.75180603E8;3.95162384E8;,999.0;479.99;242.24;102.88;94.49;
741,12415,1,47,12426,4554,25060678,25078606,437144745,0.998718,FALSE,1,Qe05972,1.12E+08,>>,3.73E+07,3.36E+07,2.28E+07,2.24E+07,2.21E+07,1.90E+07,2.79E+07,2.11E+07,1.48E+07,2.07E+07,3.31E+07,1.98E+07,2.08E+07,1.85E+07,2.01E+07,1.70E+07,1.39E+07,1.84E+07,1.44E+07,1.54E+07,1.85E+07,1.79E+07,1.09E+08,1.09E+08,1.12E+08,3.29E+07,<<,4.37144745E8;4.3814798E8;8.7529657E8;4.83150391E8;4.3915033E8;2.75112885E8;8.76299927E8;6.56221008E8;4.73121216E8;6.56722412E8;5.05132202E8;4.84153839E8;5.0014035E8;8.77302429E8;1.73044998E8;6.57223389E8;4.75119354E8;2.7611618E8;3.65113953E8;4.74125E8;5.06135071E8;5.01143555E8;4.48134735E8;4.85156769E8;8.78306335E8;8.97278503E8;6.67209778E8;6.57725037E8;6.67715271E8;5.2110498E8;4.48636078E8;9.3034103E7;4.76123108E8;4.59124664E8;8.98284363E8;5.2511615E8;1.01060852E8;9.07287598E8;6.6821283E8;1.313448608E9;4.4914389E8;5.36057739E8;5.07140381E8;5.28142822E8;5.35114685E8;5.02145386E8;1.314447754E9;,999.0;226.72;74.86;56.65;43.27;42.34;35.08;21.97;17.78;15.31;14.8;14.05;13.83;10.94;6.73;6.64;5.77;5.7;4.42;4.26;3.33;3.3;2.97;2.88;2.71;2.31;2.16;2.09;1.74;1.65;1.55;1.45;1.24;1.17;1.16;1.04;0.97;0.92;0.92;0.89;0.87;0.87;0.79;0.66;0.59;0.57;0.54;
742,12469,1,11,12469,4560,25089725,25085851,749337952,0.999955,FALSE,1,Qe05953,1.11E+07,>>,8427877,7317076,9121953,8857883,1.07E+07,9559667,1.11E+07,8448243,9267361,1.06E+07,6792968,8366921,8744542,8818715,8044771,8436704,6437757,7392242,8873563,8625687,8672154,8665472,23145.14,26034.47,27011.63,8320103,<<,7.49337952E8;7.5034137E8;7.51343933E8;5.70238342E8;5.91265808E8;7.52346497E8;7.39309204E8;7.41307617E8;7.40312134E8;8.18329346E8;8.65384827E8;,999.0;423.08;116.83;43.03;27.91;25.17;22.8;10.18;8.89;7.06;1.61;
745,12509,0.987655,10,12508,4573,25154522,25341149,543150330,0.975419,FALSE,1,Qe05970,2.13E+07,>>,3738612,3658445,2656286,2354594,2391142,2175951,2953792,2439517,2037196,2424789,3517881,3194276,1972813,2767593,2932700,22981.93,1943923,2688654,2879607,2892977,2792989,2411496,2.13E+07,1.46E+07,1.95E+07,3164198,<<,5.4315033E8;5.44153564E8;4.51124054E8;9.81302673E8;4.52130066E8;4.69135376E8;4.53138123E8;1.87097244E8;6.12141663E8;6.43074829E8;,999.0;299.62;53.69;32.62;25.51;17.54;12.88;7.75;5.91;5.25;
747,12520,1,2,12517,4578,25184484,25124248,511123901,0.965614,FALSE,1,Qe05961,262991,>>,221200,185891,162299,231288,147309,185729,126488,199426,137019,201001,195709,172314,159563,164171,262991,198121,223039,187800,258320,246729,253875,226470,126306,84744,165663,200617,<<,5.11123901E8;5.1212677E8;,999.0;334.96;
749,12545,1,9,12545,4595,25275221,25365328,545158081,0.999955,FALSE,1,Qe05970,1433173,>>,231132,221040,209475,203246,144783,181418,238154,197458,165132,195062,205034,256824,165031,226166,249435,155058,167351,222689,230786,234971,234532,191000,1433173,956056,1296021,188523,<<,5.45158081E8;5.07295837E8;5.53301392E8;3.49118927E8;5.0710556E8;5.08298828E8;4.51160309E8;5.5430426E8;3.67102325E8;,999.0;258.71;161.0;109.54;101.03;76.88;73.79;48.86;47.72;
752,12566,1,6,12564,4606,25340662,25342486,729275635,0.999704,FALSE,1,Qe05961,1138628,>>,764726,788663,622852,658591,677067,539677,741973,633549,583868,587341,626073,1000555,547053,990544,1138628,996340,714006,918291,905046,889405,1002032,538349,25062.22,26771.78,24323.98,766032,<<,7.29275635E8;7.30279358E8;6.84273376E8;7.31282532E8;7.19247498E8;4.17194733E8;,999.0;413.46;255.43;125.17;101.99;51.81;
753,12569,1,3,12568,4607,25348734,25342816,460270142,0.999804,FALSE,1,Qe05966,836302,>>,250602,256396,62989,26979.86,740652,255056,238075,22600.7,756259,380819,209735,188979,26368.91,83680,26827.41,572989,25071.96,79200,836302,253850,27167.53,412544,23832.03,25645.28,23827.49,224325,<<,4.60270142E8;4.6127359E8;4.25217834E8;,999.0;296.62;246.0;
754,12575,1,11,12573,4610,25366737,25370054,471129211,0.991592,FALSE,1,Qe05970,3084150,>>,844636,754782,454258,438969,473344,418059,504733,464179,372530,477113,711833,452483,399300,445594,537203,465577,369011,585746,415767,539808,518178,386424,3084150,2261826,2503532,708066,<<,4.71129211E8;4.72132782E8;5.1514624E8;5.49116821E8;5.81126953E8;6.41148254E8;5.86156067E8;6.09134827E8;6.70151306E8;5.30137817E8;6.36156494E8;,999.0;262.36;94.35;45.2;44.26;36.11;33.86;29.91;22.08;19.46;16.23;
757,12591,1,2,12591,4619,25420687,25245644,543150269,0.999955,FALSE,1,Qe05965,2587196,>>,2587196,2455652,752097,686835,593219,590913,710602,628434,466027,605936,2122769,894845,541714,23602.93,24337.58,22625.35,25310.46,26695.77,27148.95,25688.76,23508.35,26985.58,1145804,866982,23937.54,2395504,<<,5.43150269E8;5.44153442E8;,999.0;247.86;
760,12609,1,6,12606,4632,25504147,25553059,573161011,0.996618,FALSE,1,Qe05971,9999516,>>,1748790,1630543,632224,748987,486169,593167,660166,640738,471896,572393,1670426,877695,539693,736687,1181228,810337,775319,1009091,824606,830878,1078844,705202,7771845,9999516,6827336,1465141,<<,5.73161011E8;5.13139709E8;5.74164185E8;5.14143311E8;6.69148254E8;6.46177002E8;,999.0;541.59;310.19;156.11;37.06;22.23;
763,12628,1,4,12629,4654,25643297,25642797,543280762,0.999241,FALSE,1,Qe05966,1512859,>>,1021487,891547,845081,905549,784350,853787,745250,811160,815893,892459,831580,922883,729183,986975,1270944,1155644,1024551,1066690,1512859,1278045,1195360,1003288,25984.97,26020.47,23854.91,963333,<<,5.43280762E8;5.4428418E8;4.2512738E8;5.33251953E8;,999.0;304.39;166.13;114.54;
764,12637,1,4,12633,4655,25649731,25543099,575167847,0.993284,FALSE,1,Qe05971,724105,>>,86022,112490,24389.56,22849.75,23632.76,24372.59,24524.75,23665.81,27193.13,26032.2,113194,59781,26874.07,25972.53,81429,22721.32,52333,65643,55436,56523,75172,24783.87,563750,724105,489127,78858,<<,5.75167847E8;1.72957642E8;5.65192383E8;3.61201904E8;,999.0;81.38;73.96;27.02;
765,12647,0.989271,2,12646,4669,25748390,25944700,367102722,0.961876,FALSE,1,Qe05970,166794,>>,65432,61108,22960.42,27398.45,26471.51,23051.54,26533.14,22836.65,23775.01,22979.26,26007.25,27465.37,22809.13,23575.47,24723.13,23709.58,26507.37,23954.48,22691.5,24258.07,22981.25,24413.12,166794,26073.94,115645,58965,<<,3.67102722E8;8.19343445E8;,999.0;686.68;
769,12667,1,3,12666,4690,25890947,25886860,458254395,0.999758,FALSE,1,Qe05966,640383,>>,179157,151233,26714.57,25300.7,422538,141035,140528,24549.06,570456,246407,137456,110734,24720.54,60755,25793.85,297486,25307.11,23911.96,640383,158536,24747.16,295270,22811.99,26070.04,22577.53,144332,<<,4.58254395E8;5.04260223E8;4.62285889E8;,999.0;485.77;129.3;
770,12676,1,3,12676,4696,25926167,25924869,641317200,0.999955,FALSE,1,Qe05960,447427,>>,253609,249108,278488,266848,256410,151122,403058,184945,222946,221913,241310,376956,190300,447427,307828,350002,176673,384210,288683,175147,209025,159530,23055.25,26502.23,25846.32,237221,<<,6.413172E8;6.42320374E8;4.17194763E8;,999.0;370.92;192.53;
771,12679,1,7,12679,4697,25935898,25927268,639138000,0.999955,FALSE,1,Qe05970,1224004,>>,202341,210554,22880.19,23387.65,22974.93,22836.22,24452.64,23706.44,26995.27,24368.66,201264,58945,26024.48,23200.7,78381,26346.99,23770.83,61104,24649.63,22681.82,54111,23439.03,1224004,618235,907198,155047,<<,4.65248932E8;6.39138E8;5.11254486E8;6.1616626E8;6.40140686E8;4.66252045E8;7.17115967E8;,999.0;864.05;442.11;437.28;305.39;281.34;92.84;
774,12714,1,7,12712,4711,26014612,26009528,589155518,0.98102,FALSE,1,Qe05953,464872,>>,332777,422483,398798,373882,355823,310913,464872,364497,252163,314308,313340,394493,272538,369036,401991,382304,221006,304073,302983,319318,315388,235071,147117,61896,87602,290168,<<,5.89155518E8;7.33343567E8;1.77055405E8;5.90159119E8;7.34346802E8;9.1338501E8;9.14388672E8;,999.0;642.48;377.95;306.19;290.29;249.49;145.38;
775,12725,0.995683,2,12721,4716,26043022,26002423,208934280,0.985343,FALSE,1,Qe05971,114576,>>,27222.5,24448.21,23391.19,26708.19,24811.97,23870.83,26606.66,25329.7,24898.11,27246.97,24021.61,26453.27,27020.16,25653.63,25632.36,25392.3,24351.48,25763.07,24336.96,23582.71,23386.96,25321.02,75030,114576,63839,26506.32,<<,2.0893428E8;7.33225403E8;,999.0;608.38;
776,12729,1,3,12731,4725,26096275,26089107,494254608,0.998082,FALSE,1,Qe05966,533968,>>,167847,157997,60987,26639.33,456828,202511,149752,27084.8,472795,266838,146973,126389,24431.72,68417,57487,362528,24224.33,27321.26,533968,172585,27486.79,263091,27256.38,23889.59,23924.61,154787,<<,4.94254608E8;4.95258026E8;4.462547E8;,999.0;334.26;236.68;
779,12738,1,2,12738,4734,26136797,26193454,755348694,0.999955,FALSE,1,Qe05953,497890,>>,218225,190040,302938,338917,479377,398047,497890,339789,407136,480477,171790,194131,299643,167973,165070,180365,119720,109793,193035,164796,139012,189597,24128.43,27498.07,25282.8,269893,<<,7.55348694E8;7.5635199E8;,999.0;356.62;
780,12771,1,41,12750,4737,26151781,26144648,349118988,0.99666,FALSE,1,Qe05972,1.06E+08,>>,3.39E+07,3.27E+07,1.82E+07,2.06E+07,2.16E+07,1.98E+07,2.09E+07,1.84E+07,1.72E+07,2.09E+07,3.06E+07,2.44E+07,2.00E+07,2.27E+07,2.54E+07,2.65E+07,1.96E+07,2.40E+07,2.85E+07,2.97E+07,2.40E+07,2.37E+07,6.82E+07,6.33E+07,1.06E+08,3.05E+07,<<,3.49118988E8;3.5012207E8;6.99245178E8;4.45106506E8;3.51124725E8;4.17106415E8;7.00247986E8;3.85095673E8;4.46109222E8;4.12114288E8;3.95123962E8;4.18109711E8;7.01251526E8;8.93277344E8;3.87092651E8;2.2906131E8;7.21226501E8;4.33079559E8;3.86099304E8;3.65113373E8;4.49043945E8;8.94279907E8;4.6705481E8;1.19050346E8;4.47110321E8;4.1311731E8;3.96126862E8;7.22230469E8;1.45029419E8;5.24182434E8;3.79092316E8;3.05129852E8;7.37205261E8;3.88095856E8;4.39151184E8;4.83097992E8;7.35223938E8;8.95280762E8;4.79075714E8;5.28659546E8;4.50045746E8;,999.0;221.8;49.18;42.64;30.35;24.18;22.19;16.66;11.25;10.78;8.79;5.76;5.39;5.31;5.07;4.52;4.26;3.62;3.59;3.12;2.8;2.71;2.71;2.63;2.52;2.09;1.79;1.76;1.48;1.36;1.32;1.23;1.18;1.06;1.05;1.0;1.0;0.98;0.96;0.9;0.86;
783,12803,1,2,12808,4766,26318239,26241468,707197571,0.95582,FALSE,1,Qe05971,613620,>>,100607,81663,24781.3,24199.25,26335.82,24880.74,25970.57,24821.17,27295.37,27395.43,97031,27434.25,25875.53,23833.11,24242.49,25374.2,25652.8,26286.71,25847.13,27364.26,24268.32,27028.96,483372,613620,388985,91860,<<,7.07197571E8;3.65196289E8;,999.0;680.0;
